image_id,attenunet_prnu_illum_dice,attenunet_prnu_freq_dice,attenunet_freq_illum_dice,attenunet_all_dice,diff_prnu_illum_dice,diff_prnu_freq_dice,diff_freq_illum_dice,notes
340,0.97775,0.981333,0.977489,0.979106,0.001356,-0.002227,0.001617,
341,0.941219,0.964196,0.923778,0.970744,0.029525,0.006548,0.046966,
342,0.966375,0.974247,0.891852,0.960913,-0.005462,-0.013334,0.069061,
343,0.978415,0.982574,0.980113,0.976988,-0.001427,-0.005586,-0.003125,
344,0.984533,0.98657,0.973328,0.977972,-0.006561,-0.008598,0.004644,
345,0.965695,0.95745,0.922096,0.935551,-0.030144,-0.021899,0.013455,
346,0.983243,0.97185,0.967452,0.979322,-0.003921,0.007472,0.01187,
347,0.97681,0.965547,0.969135,0.964237,-0.012573,-0.00131,-0.004898,
348,0.95584,0.957853,0.932716,0.97264,0.0168,0.014787,0.039924,
349,0.95448,0.960067,0.91715,0.947308,-0.007172,-0.012759,0.030158,
350,0.970592,0.964661,0.959176,0.980585,0.009993,0.015924,0.021409,
351,0.977574,0.984994,0.946042,0.978266,0.000692,-0.006728,0.032224,
352,0.973416,0.984852,0.963808,0.975513,0.002097,-0.009339,0.011705,
353,0.973208,0.956757,0.973727,0.972701,-0.000507,0.015944,-0.001026,
354,0.985694,0.989796,0.977175,0.983423,-0.002271,-0.006373,0.006248,
355,0.96459,0.960069,0.954775,0.944193,-0.020397,-0.015876,-0.010582,
356,0.97101,0.973739,0.968446,0.974843,0.003833,0.001104,0.006397,
357,0.978624,0.955179,0.971811,0.965763,-0.012861,0.010584,-0.006048,
358,0.973243,0.980691,0.953793,0.962869,-0.010374,-0.017822,0.009076,
359,0.95125,0.933993,0.936069,0.943202,-0.008048,0.009209,0.007133,
360,0.98673,0.970595,0.972301,0.968613,-0.018117,-0.001982,-0.003688,
361,0.971385,0.980139,0.959574,0.974594,0.003209,-0.005545,0.01502,
362,0.978875,0.987935,0.966201,0.982891,0.004016,-0.005044,0.01669,
363,0.919345,0.93317,0.886809,0.92317,0.003825,-0.01,0.036361,
364,0.976514,0.974885,0.967887,0.973954,-0.00256,-0.000931,0.006067,
365,0.97611,0.955841,0.966378,0.974247,-0.001863,0.018406,0.007869,
366,0.972345,0.988928,0.970701,0.984582,0.012237,-0.004346,0.013881,
367,0.970547,0.977678,0.9531,0.976466,0.005919,-0.001212,0.023366,
368,0.983948,0.982311,0.963358,0.978365,-0.005583,-0.003946,0.015007,
369,0.972532,0.979622,0.957713,0.980786,0.008254,0.001164,0.023073,
370,0.968246,0.977431,0.956909,0.961519,-0.006727,-0.015912,0.00461,
371,0.980208,0.990203,0.967412,0.978935,-0.001273,-0.011268,0.011523,
372,0.960325,0.961433,0.950411,0.971518,0.011193,0.010085,0.021107,
373,0.979192,0.980606,0.955467,0.970608,-0.008584,-0.009998,0.015141,
374,0.884859,0.935826,0.972021,0.893863,0.009004,-0.041963,-0.078158,
375,0.965825,0.972149,0.934129,0.981768,0.015943,0.009619,0.047639,
376,0.974916,0.978871,0.968581,0.973999,-0.000917,-0.004872,0.005418,
377,0.900551,0.876914,0.93623,0.915049,0.014498,0.038135,-0.021181,
378,0.973053,0.975682,0.940787,0.947001,-0.026052,-0.028681,0.006214,
379,0.940074,0.97219,0.94037,0.932491,-0.007583,-0.039699,-0.007879,
380,0.977198,0.96921,0.987488,0.980497,0.003299,0.011287,-0.006991,
381,0.982223,0.981979,0.973319,0.987494,0.005271,0.005515,0.014175,
382,0,0.214119,0.861287,0,0,-0.214119,-0.861287,
383,0.971255,0.966222,0.96776,0.975795,0.00454,0.009573,0.008035,
384,0.953812,0.971989,0.983702,0.964888,0.011076,-0.007101,-0.018814,
385,0.967792,0.949082,0.963725,0.960217,-0.007575,0.011135,-0.003508,
386,0.978067,0.981848,0.981076,0.973081,-0.004986,-0.008767,-0.007995,
387,0.985706,0.989464,0.971595,0.976085,-0.009621,-0.013379,0.00449,
388,0.979937,0.979913,0.972474,0.98359,0.003653,0.003677,0.011116,
389,0.975163,0.963221,0.95682,0.971106,-0.004057,0.007885,0.014286,
390,0.976176,0.97791,0.957657,0.971858,-0.004318,-0.006052,0.014201,
391,0.896472,0.88784,0.87529,0.875093,-0.021379,-0.012747,-0.000197,
392,0.984051,0.983566,0.983972,0.972659,-0.011392,-0.010907,-0.011313,
393,0.955034,0.968379,0.966499,0.957594,0.00256,-0.010785,-0.008905,
394,0.978212,0.974005,0.977657,0.974065,-0.004147,0.00006,-0.003592,
395,0.967878,0.961197,0.96271,0.961101,-0.006777,-0.000096,-0.001609,
396,0.980584,0.979919,0.96166,0.972195,-0.008389,-0.007724,0.010535,
397,0.975324,0.964992,0.963604,0.964656,-0.010668,-0.000336,0.001052,
398,0.961641,0.973116,0.958301,0.973364,0.011723,0.000248,0.015063,
399,0.984119,0.975804,0.987075,0.982129,-0.00199,0.006325,-0.004946,
400,0.978053,0.972146,0.974635,0.970821,-0.007232,-0.001325,-0.003814,
401,0.966661,0.971657,0.95787,0.962668,-0.003993,-0.008989,0.004798,
402,0.958954,0.954959,0.975667,0.952077,-0.006877,-0.002882,-0.02359,
403,0.95994,0.956023,0.967103,0.962362,0.002422,0.006339,-0.004741,
404,0,0,0.697208,0,0,0,-0.697208,
405,0.985399,0.983764,0.979716,0.98316,-0.002239,-0.000604,0.003444,
406,0.96747,0.980273,0.947967,0.974832,0.007362,-0.005441,0.026865,
407,0.985038,0.980922,0.932902,0.976252,-0.008786,-0.00467,0.04335,
408,0.979378,0.969034,0.925537,0.927043,-0.052335,-0.041991,0.001506,
409,0.974661,0.984104,0.973538,0.966955,-0.007706,-0.017149,-0.006583,
410,0.97272,0.982239,0.952978,0.974573,0.001853,-0.007666,0.021595,
411,0.930261,0.953839,0.925275,0.909554,-0.020707,-0.044285,-0.015721,
412,0.954554,0.960382,0.95265,0.96299,0.008436,0.002608,0.01034,
413,0.974271,0.982174,0.946771,0.972467,-0.001804,-0.009707,0.025696,
414,0.966617,0.977261,0.943185,0.96212,-0.004497,-0.015141,0.018935,
415,0.974548,0.976175,0.937476,0.973263,-0.001285,-0.002912,0.035787,
416,0.956497,0.965381,0.965761,0.937284,-0.019213,-0.028097,-0.028477,
417,0.980251,0.982793,0.961981,0.971907,-0.008344,-0.010886,0.009926,
418,0.977016,0.965147,0.978926,0.980954,0.003938,0.015807,0.002028,
419,0.976972,0.965056,0.950778,0.937895,-0.039077,-0.027161,-0.012883,
420,0.984393,0.984375,0.958799,0.979356,-0.005037,-0.005019,0.020557,
421,0.963689,0.943004,0.962963,0.96557,0.001881,0.022566,0.002607,
422,0.918268,0.956189,0.88911,0.957746,0.039478,0.001557,0.068636,
423,0.947952,0.959147,0.968522,0.958687,0.010735,-0.00046,-0.009835,
424,0.984919,0.981787,0.976971,0.978857,-0.006062,-0.00293,0.001886,
425,0.959796,0.9479,0.966662,0.957141,-0.002655,0.009241,-0.009521,
426,0.960447,0.958874,0.93114,0.953653,-0.006794,-0.005221,0.022513,
427,0.976473,0.982783,0.971883,0.975142,-0.001331,-0.007641,0.003259,
428,0.959833,0.968731,0.961999,0.973795,0.013962,0.005064,0.011796,
429,0.979327,0.964812,0.959769,0.962698,-0.016629,-0.002114,0.002929,
430,0.964077,0.980537,0.963117,0.973693,0.009616,-0.006844,0.010576,
431,0.984977,0.980825,0.98127,0.985703,0.000726,0.004878,0.004433,
432,0.891265,0.899762,0.916291,0.901856,0.010591,0.002094,-0.014435,
433,0.968288,0.968087,0.972823,0.976524,0.008236,0.008437,0.003701,
434,0.913129,0.933415,0.976046,0.925464,0.012335,-0.007951,-0.050582,
435,0.950248,0.962269,0.964281,0.943425,-0.006823,-0.018844,-0.020856,
436,0.975575,0.97305,0.982151,0.982722,0.007147,0.009672,0.000571,
437,0.942807,0.955332,0.945759,0.946161,0.003354,-0.009171,0.000402,
438,0.915145,0.933665,0.946435,0.915633,0.000488,-0.018032,-0.030802,
439,0.973839,0.980015,0.942317,0.982774,0.008935,0.002759,0.040457,
440,0.974146,0.975035,0.969084,0.974436,0.00029,-0.000599,0.005352,
441,0.986501,0.968,0.965434,0.982636,-0.003865,0.014636,0.017202,
442,0.979103,0.986485,0.975549,0.981224,0.002121,-0.005261,0.005675,
443,0.912495,0.936162,0.971429,0.923217,0.010722,-0.012945,-0.048212,
444,0.970054,0.976481,0.964353,0.972044,0.00199,-0.004437,0.007691,
445,0.962229,0.950025,0.956302,0.948443,-0.013786,-0.001582,-0.007859,
446,0.956284,0.958085,0.931789,0.95916,0.002876,0.001075,0.027371,
447,0.966707,0.958849,0.973965,0.971375,0.004668,0.012526,-0.00259,
448,0.968273,0.989079,0.960191,0.976184,0.007911,-0.012895,0.015993,
449,0.981571,0.987984,0.96627,0.977568,-0.004003,-0.010416,0.011298,
450,0.969576,0.960725,0.962565,0.980759,0.011183,0.020034,0.018194,
451,0.981184,0.977082,0.983706,0.98738,0.006196,0.010298,0.003674,
452,0.971252,0.98124,0.979352,0.981206,0.009954,-0.000034,0.001854,
453,0.973009,0.942753,0.932112,0.94171,-0.031299,-0.001043,0.009598,
454,0.975661,0.957199,0.977626,0.978646,0.002985,0.021447,0.00102,
455,0.966993,0.980991,0.960894,0.974047,0.007054,-0.006944,0.013153,
456,0.979365,0.974639,0.961784,0.980698,0.001333,0.006059,0.018914,
457,0.974804,0.967986,0.967975,0.979044,0.00424,0.011058,0.011069,
458,0.96876,0.96883,0.946153,0.967825,-0.000935,-0.001005,0.021672,
459,0.946625,0.937745,0.930469,0.959354,0.012729,0.021609,0.028885,
460,0.975596,0.960647,0.980881,0.966062,-0.009534,0.005415,-0.014819,
461,0.966161,0.958228,0.96755,0.95111,-0.015051,-0.007118,-0.01644,
462,0.974148,0.978676,0.972512,0.977694,0.003546,-0.000982,0.005182,
463,0.952112,0.953106,0.938619,0.960946,0.008834,0.00784,0.022327,
464,0.971283,0.963455,0.966536,0.971609,0.000326,0.008154,0.005073,
465,0.97494,0.984815,0.923015,0.979032,0.004092,-0.005783,0.056017,
466,0.962491,0.945684,0.94438,0.957513,-0.004978,0.011829,0.013133,
467,0.976343,0.975744,0.96117,0.97626,-0.000083,0.000516,0.01509,
468,0.95161,0.92912,0.942685,0.937661,-0.013949,0.008541,-0.005024,
469,0.984474,0.982712,0.958064,0.974322,-0.010152,-0.00839,0.016258,
470,0.966136,0.938958,0.955539,0.97138,0.005244,0.032422,0.015841,
471,0.964551,0.960116,0.96302,0.958247,-0.006304,-0.001869,-0.004773,
472,0.945901,0.94397,0.952078,0.951281,0.00538,0.007311,-0.000797,
473,0.944719,0.929158,0.892485,0.941361,-0.003358,0.012203,0.048876,
474,0.978183,0.973879,0.949129,0.96735,-0.010833,-0.006529,0.018221,
475,0.969477,0.978936,0.980633,0.981992,0.012515,0.003056,0.001359,
476,0.965263,0.978061,0.934216,0.958351,-0.006912,-0.01971,0.024135,
477,0.961629,0.969415,0.935225,0.956339,-0.00529,-0.013076,0.021114,
478,0.96961,0.952188,0.919967,0.943036,-0.026574,-0.009152,0.023069,
479,0.982295,0.983767,0.955521,0.985406,0.003111,0.001639,0.029885,
480,1,1,1,1,0,0,0,
481,1,1,1,1,0,0,0,
482,1,1,1,1,0,0,0,
483,1,1,1,1,0,0,0,
484,1,1,1,1,0,0,0,
485,1,1,1,1,0,0,0,
486,1,1,1,1,0,0,0,
487,1,1,1,1,0,0,0,
488,1,1,1,1,0,0,0,
489,1,1,1,1,0,0,0,
490,1,1,1,1,0,0,0,
491,1,1,1,1,0,0,0,
492,1,1,1,1,0,0,0,
493,1,1,1,1,0,0,0,
494,1,1,1,1,0,0,0,
495,1,1,1,1,0,0,0,
496,1,1,1,1,0,0,0,
497,1,1,1,1,0,0,0,
498,1,1,1,1,0,0,0,
499,1,1,1,1,0,0,0,
500,1,1,1,1,0,0,0,
501,1,1,1,1,0,0,0,
502,1,1,1,1,0,0,0,
503,1,1,1,1,0,0,0,
504,1,1,1,1,0,0,0,
505,1,1,1,1,0,0,0,
506,1,1,1,1,0,0,0,
507,1,1,1,1,0,0,0,
508,1,1,1,1,0,0,0,
509,1,1,1,1,0,0,0,
510,1,1,1,1,0,0,0,
511,1,1,1,1,0,0,0,
512,1,1,1,1,0,0,0,
513,1,1,1,1,0,0,0,
514,1,1,1,1,0,0,0,
515,1,1,1,1,0,0,0,
516,1,1,1,1,0,0,0,
517,1,1,1,1,0,0,0,
518,1,1,1,1,0,0,0,
519,1,1,1,1,0,0,0,
520,1,1,1,1,0,0,0,
521,1,0,1,1,0,1,0,
522,1,1,1,1,0,0,0,
523,1,1,1,1,0,0,0,
524,1,1,1,1,0,0,0,
525,1,1,1,1,0,0,0,
526,1,1,1,1,0,0,0,
527,1,1,1,1,0,0,0,
528,1,1,1,1,0,0,0,
529,1,1,1,1,0,0,0,
530,1,1,1,1,0,0,0,
531,1,1,1,1,0,0,0,
532,1,1,1,1,0,0,0,
533,1,1,1,1,0,0,0,
534,1,1,1,1,0,0,0,
535,1,1,1,1,0,0,0,
536,1,1,1,1,0,0,0,
537,1,1,1,1,0,0,0,
538,1,1,1,1,0,0,0,
539,1,1,1,1,0,0,0,
540,1,1,1,1,0,0,0,
541,1,1,1,1,0,0,0,
542,1,1,1,1,0,0,0,
543,1,1,1,1,0,0,0,
544,1,1,1,1,0,0,0,
545,1,1,1,1,0,0,0,
546,1,1,1,1,0,0,0,
547,1,1,1,1,0,0,0,
548,1,1,1,1,0,0,0,
549,1,1,1,1,0,0,0,
550,1,1,1,1,0,0,0,
551,1,1,1,1,0,0,0,
552,1,1,1,1,0,0,0,
553,1,1,1,1,0,0,0,
554,1,1,1,1,0,0,0,
555,1,1,1,1,0,0,0,
556,1,1,1,1,0,0,0,
557,1,1,1,1,0,0,0,
558,1,1,1,1,0,0,0,
559,1,1,1,1,0,0,0,
560,1,1,1,1,0,0,0,
561,1,1,1,1,0,0,0,
562,1,1,1,1,0,0,0,
563,1,1,1,1,0,0,0,
564,1,1,1,1,0,0,0,
565,1,1,1,1,0,0,0,
566,1,1,1,1,0,0,0,
567,1,1,1,1,0,0,0,
568,1,1,1,1,0,0,0,
569,1,1,1,1,0,0,0,
570,1,1,1,1,0,0,0,
571,1,1,1,1,0,0,0,
572,1,1,1,1,0,0,0,
573,1,1,1,1,0,0,0,
574,1,1,1,1,0,0,0,
575,1,1,1,1,0,0,0,
576,1,1,1,1,0,0,0,
577,1,1,1,1,0,0,0,
578,1,1,1,1,0,0,0,
579,1,1,1,1,0,0,0,
580,1,1,1,1,0,0,0,
581,1,1,1,1,0,0,0,
582,1,1,1,1,0,0,0,
583,1,1,1,1,0,0,0,
584,1,1,1,1,0,0,0,
585,1,1,1,1,0,0,0,
586,1,1,1,1,0,0,0,
587,1,1,1,1,0,0,0,
588,1,1,1,1,0,0,0,
589,1,1,1,1,0,0,0,
590,1,1,1,1,0,0,0,
591,1,1,1,1,0,0,0,
592,1,1,1,1,0,0,0,
593,1,1,1,1,0,0,0,
594,1,1,1,1,0,0,0,
595,1,1,1,1,0,0,0,
596,1,1,1,1,0,0,0,
597,1,1,1,1,0,0,0,
598,1,1,1,1,0,0,0,
599,1,1,1,1,0,0,0,
600,1,1,1,1,0,0,0,
601,1,1,1,1,0,0,0,
602,1,1,1,1,0,0,0,
603,1,1,1,1,0,0,0,
604,1,1,1,1,0,0,0,
605,1,1,1,1,0,0,0,
606,1,1,1,1,0,0,0,
607,1,1,1,1,0,0,0,
608,1,1,1,1,0,0,0,
609,1,1,1,1,0,0,0,
610,1,1,1,1,0,0,0,
611,1,1,1,1,0,0,0,
612,1,1,1,1,0,0,0,
613,1,1,1,1,0,0,0,
614,1,1,1,1,0,0,0,
615,1,1,1,1,0,0,0,
616,1,1,1,1,0,0,0,
617,1,1,1,1,0,0,0,
618,1,1,1,1,0,0,0,
619,1,1,1,1,0,0,0,
620,1,1,1,1,0,0,0,
621,1,1,1,1,0,0,0,
622,1,1,1,1,0,0,0,
623,1,1,1,1,0,0,0,
624,1,1,1,1,0,0,0,
625,1,1,1,1,0,0,0,
626,1,1,1,1,0,0,0,
627,1,1,1,1,0,0,0,
628,1,1,1,1,0,0,0,
629,1,1,1,1,0,0,0,
630,1,1,1,1,0,0,0,
631,1,1,1,1,0,0,0,
632,1,1,1,1,0,0,0,
633,1,1,1,1,0,0,0,
634,1,1,1,1,0,0,0,
635,1,1,1,1,0,0,0,
636,1,1,1,1,0,0,0,
637,1,1,1,1,0,0,0,
638,1,1,1,1,0,0,0,
639,1,1,1,1,0,0,0,
640,1,1,1,1,0,0,0,
641,1,1,1,1,0,0,0,
642,1,1,1,1,0,0,0,
643,1,1,1,1,0,0,0,
644,1,1,1,1,0,0,0,
645,1,1,1,1,0,0,0,
646,1,1,1,1,0,0,0,
647,1,1,1,1,0,0,0,
648,1,1,1,1,0,0,0,
649,1,1,1,1,0,0,0,
650,1,1,1,1,0,0,0,
651,1,1,1,1,0,0,0,
652,1,1,1,1,0,0,0,
653,1,1,1,1,0,0,0,
654,1,1,1,1,0,0,0,
655,1,1,1,1,0,0,0,
656,1,1,1,1,0,0,0,
657,1,1,1,1,0,0,0,
658,1,1,1,1,0,0,0,
659,1,1,1,1,0,0,0,
660,1,1,1,1,0,0,0,
661,1,1,1,1,0,0,0,
662,1,1,1,1,0,0,0,
663,1,1,1,1,0,0,0,
664,1,1,1,1,0,0,0,
665,1,1,1,1,0,0,0,
666,1,1,1,1,0,0,0,
667,1,1,1,1,0,0,0,
668,1,1,1,1,0,0,0,
669,1,1,1,1,0,0,0,
670,1,1,1,1,0,0,0,
671,1,1,1,1,0,0,0,
672,1,1,1,1,0,0,0,
673,1,1,1,1,0,0,0,
674,1,1,1,1,0,0,0,
675,1,1,1,1,0,0,0,
676,1,1,1,1,0,0,0,
677,1,1,1,1,0,0,0,
678,1,1,1,1,0,0,0,
679,1,1,1,1,0,0,0,
680,1,1,1,1,0,0,0,
681,1,1,1,1,0,0,0,
682,1,1,1,1,0,0,0,
683,1,1,1,1,0,0,0,
684,1,1,1,1,0,0,0,
685,1,1,1,1,0,0,0,
686,1,1,1,1,0,0,0,
687,1,1,1,1,0,0,0,
688,1,1,1,1,0,0,0,
689,1,1,1,1,0,0,0,
690,1,1,1,1,0,0,0,
691,1,1,1,1,0,0,0,
692,1,1,1,1,0,0,0,
693,1,1,1,1,0,0,0,
694,1,1,1,1,0,0,0,
695,1,1,1,1,0,0,0,
696,1,1,1,1,0,0,0,
697,1,1,1,1,0,0,0,
698,1,1,1,1,0,0,0,
699,1,1,1,1,0,0,0,
700,1,1,1,1,0,0,0,
701,1,1,1,1,0,0,0,
702,1,1,1,1,0,0,0,
703,1,1,1,1,0,0,0,
704,1,1,1,1,0,0,0,
705,1,1,1,1,0,0,0,
706,1,1,1,1,0,0,0,
707,1,1,1,1,0,0,0,
708,1,1,1,1,0,0,0,
709,1,1,1,1,0,0,0,
710,1,1,1,1,0,0,0,
711,1,1,1,1,0,0,0,
712,1,1,1,1,0,0,0,
713,1,1,1,1,0,0,0,
714,1,1,1,1,0,0,0,
715,1,1,1,1,0,0,0,
716,1,1,1,1,0,0,0,
717,1,1,1,1,0,0,0,
718,1,1,1,1,0,0,0,
719,1,1,1,1,0,0,0,
720,1,1,1,1,0,0,0,
721,1,1,1,1,0,0,0,
722,1,1,1,1,0,0,0,
723,1,1,1,1,0,0,0,
724,1,1,1,1,0,0,0,
725,1,1,1,1,0,0,0,
726,1,1,1,1,0,0,0,
727,1,1,1,1,0,0,0,
728,1,1,1,1,0,0,0,
729,1,1,1,1,0,0,0,
730,1,1,1,1,0,0,0,
731,1,1,1,1,0,0,0,
732,1,1,1,1,0,0,0,
733,1,1,1,1,0,0,0,
734,1,1,1,1,0,0,0,
735,1,1,1,1,0,0,0,
736,1,1,1,1,0,0,0,
737,1,1,1,1,0,0,0,
738,1,1,1,1,0,0,0,
739,1,1,1,1,0,0,0,
740,1,1,1,1,0,0,0,
741,1,1,1,1,0,0,0,
742,1,1,1,1,0,0,0,
743,1,1,1,1,0,0,0,
744,1,1,1,1,0,0,0,
745,1,1,1,1,0,0,0,
746,1,1,1,1,0,0,0,
747,1,1,1,1,0,0,0,
748,1,1,1,1,0,0,0,
749,1,1,1,1,0,0,0,
750,1,1,1,1,0,0,0,
751,1,1,1,1,0,0,0,
752,1,1,1,1,0,0,0,
753,1,1,1,1,0,0,0,
754,1,1,1,1,0,0,0,
755,1,1,1,1,0,0,0,
756,1,1,1,1,0,0,0,
757,1,1,1,1,0,0,0,
758,1,1,1,1,0,0,0,
759,1,1,1,1,0,0,0,
760,1,1,1,1,0,0,0,
761,1,1,1,1,0,0,0,
762,1,1,1,1,0,0,0,
763,1,1,1,1,0,0,0,
764,1,1,1,1,0,0,0,
765,1,1,1,1,0,0,0,
766,1,1,1,1,0,0,0,
767,1,1,1,1,0,0,0,
768,1,1,1,1,0,0,0,
769,1,1,1,1,0,0,0,
770,1,1,1,1,0,0,0,
771,1,1,1,1,0,0,0,
772,1,1,1,1,0,0,0,
773,1,1,1,1,0,0,0,
774,1,1,1,1,0,0,0,
775,1,1,1,1,0,0,0,
776,1,1,1,1,0,0,0,
777,1,1,1,1,0,0,0,
778,1,1,1,1,0,0,0,
779,1,1,1,1,0,0,0,
780,1,1,1,1,0,0,0,
781,1,1,1,1,0,0,0,
782,1,1,1,1,0,0,0,
783,1,1,1,1,0,0,0,
784,1,1,1,1,0,0,0,
785,1,1,1,1,0,0,0,
786,1,1,1,1,0,0,0,
787,1,1,1,1,0,0,0,
788,1,1,1,1,0,0,0,
789,1,1,1,1,0,0,0,
790,1,1,1,1,0,0,0,
791,1,1,1,1,0,0,0,
792,1,1,1,1,0,0,0,
793,1,1,1,1,0,0,0,
794,1,1,1,1,0,0,0,
795,1,1,1,1,0,0,0,
796,1,1,1,1,0,0,0,
797,1,1,1,1,0,0,0,
798,1,1,1,1,0,0,0,
799,1,1,1,1,0,0,0,
800,1,1,1,1,0,0,0,
801,1,1,1,1,0,0,0,
802,1,1,1,1,0,0,0,
803,1,1,1,1,0,0,0,
804,1,1,1,1,0,0,0,
805,1,1,1,1,0,0,0,
806,1,1,1,1,0,0,0,
807,1,1,1,1,0,0,0,
808,1,1,1,1,0,0,0,
809,1,1,1,1,0,0,0,
810,1,1,1,1,0,0,0,
811,1,1,1,1,0,0,0,
812,1,1,1,1,0,0,0,
813,1,1,1,1,0,0,0,
814,1,1,1,1,0,0,0,
815,1,1,1,1,0,0,0,
816,1,1,1,1,0,0,0,
817,1,1,1,1,0,0,0,
818,1,1,1,1,0,0,0,
819,1,1,1,1,0,0,0,
820,1,1,1,1,0,0,0,
821,1,1,1,1,0,0,0,
822,1,1,1,1,0,0,0,
823,1,1,1,1,0,0,0,
824,1,1,1,1,0,0,0,
825,1,1,1,1,0,0,0,
826,1,1,1,1,0,0,0,
827,1,1,1,1,0,0,0,
828,1,1,1,1,0,0,0,
829,1,1,1,1,0,0,0,
830,1,1,1,1,0,0,0,
831,1,1,1,1,0,0,0,
832,1,1,1,1,0,0,0,
833,1,1,1,1,0,0,0,
834,1,1,1,1,0,0,0,
835,1,1,1,1,0,0,0,
836,1,1,1,1,0,0,0,
837,1,1,1,1,0,0,0,
838,1,1,1,1,0,0,0,
839,1,1,1,1,0,0,0,
840,1,1,1,1,0,0,0,
841,1,1,1,1,0,0,0,
842,1,1,1,1,0,0,0,
843,1,1,1,1,0,0,0,
844,1,1,1,1,0,0,0,
845,1,1,1,1,0,0,0,
846,1,1,1,1,0,0,0,
847,1,1,1,1,0,0,0,
848,1,1,1,1,0,0,0,
849,1,1,1,1,0,0,0,
850,1,1,1,1,0,0,0,
851,1,1,1,1,0,0,0,
852,1,1,1,1,0,0,0,
853,1,1,1,1,0,0,0,
854,1,1,1,1,0,0,0,
855,1,1,1,1,0,0,0,
856,1,1,1,1,0,0,0,
857,1,1,1,1,0,0,0,
858,1,1,1,1,0,0,0,
859,1,1,1,1,0,0,0,
860,1,1,1,1,0,0,0,
861,1,1,1,1,0,0,0,
862,1,1,1,1,0,0,0,
863,1,1,1,1,0,0,0,
864,1,1,1,1,0,0,0,
865,1,1,1,1,0,0,0,
866,1,1,1,1,0,0,0,
867,1,1,1,1,0,0,0,
868,1,1,1,1,0,0,0,
869,1,1,1,1,0,0,0,
870,1,1,1,1,0,0,0,
871,1,1,1,1,0,0,0,
872,1,1,1,1,0,0,0,
873,1,1,1,1,0,0,0,
874,1,1,1,1,0,0,0,
875,1,1,1,1,0,0,0,
876,1,1,1,1,0,0,0,
877,1,1,1,1,0,0,0,
878,1,1,1,1,0,0,0,
879,1,1,1,1,0,0,0,
880,1,1,1,1,0,0,0,
881,1,1,1,1,0,0,0,
882,1,1,1,1,0,0,0,
883,1,1,1,1,0,0,0,
884,1,1,1,1,0,0,0,
885,1,1,1,1,0,0,0,
886,1,1,1,1,0,0,0,
887,1,1,1,1,0,0,0,
888,1,1,1,1,0,0,0,
889,1,1,1,1,0,0,0,
890,1,1,1,1,0,0,0,
891,1,1,1,1,0,0,0,
892,1,1,1,1,0,0,0,
893,1,1,1,1,0,0,0,
894,1,1,1,1,0,0,0,
895,1,1,1,1,0,0,0,
896,1,1,1,1,0,0,0,
897,1,1,1,1,0,0,0,
898,1,1,1,1,0,0,0,
899,1,1,1,1,0,0,0,
900,1,1,1,1,0,0,0,
901,1,1,1,1,0,0,0,
902,1,1,1,1,0,0,0,
903,1,1,1,1,0,0,0,
904,1,1,1,1,0,0,0,
905,1,1,1,1,0,0,0,
906,1,1,1,1,0,0,0,
907,1,1,1,1,0,0,0,
908,1,1,1,1,0,0,0,
909,1,1,1,1,0,0,0,
910,1,1,1,1,0,0,0,
911,1,1,1,1,0,0,0,
912,1,1,1,1,0,0,0,
913,1,1,1,1,0,0,0,
914,1,1,1,1,0,0,0,
915,1,1,1,1,0,0,0,
916,1,1,1,1,0,0,0,
917,1,1,1,1,0,0,0,
918,1,1,1,1,0,0,0,
919,1,1,1,1,0,0,0,
920,1,1,1,1,0,0,0,
921,1,1,1,1,0,0,0,
922,1,1,1,1,0,0,0,
923,1,1,1,1,0,0,0,
924,1,1,1,1,0,0,0,
925,1,1,1,1,0,0,0,
926,1,1,1,1,0,0,0,
927,1,1,1,1,0,0,0,
928,1,1,1,1,0,0,0,
929,1,1,1,1,0,0,0,
930,1,1,1,1,0,0,0,
931,1,1,1,1,0,0,0,
932,1,1,1,1,0,0,0,
933,1,1,1,1,0,0,0,
934,1,1,1,1,0,0,0,
935,1,1,1,1,0,0,0,
936,1,1,1,1,0,0,0,
937,1,1,1,1,0,0,0,
938,1,1,1,1,0,0,0,
939,1,1,1,1,0,0,0,
940,1,1,1,1,0,0,0,
941,1,1,1,1,0,0,0,
942,1,1,1,1,0,0,0,
943,1,1,1,1,0,0,0,
944,1,1,1,1,0,0,0,
945,1,1,1,1,0,0,0,
946,1,1,1,1,0,0,0,
947,1,1,1,1,0,0,0,
948,1,1,1,1,0,0,0,
949,1,1,1,1,0,0,0,
950,1,1,1,1,0,0,0,
951,1,1,1,1,0,0,0,
952,1,1,1,1,0,0,0,
953,1,1,1,1,0,0,0,
954,1,1,1,1,0,0,0,
955,1,1,1,1,0,0,0,
956,1,1,1,1,0,0,0,
957,1,1,1,1,0,0,0,
958,1,1,1,1,0,0,0,
959,1,1,1,1,0,0,0,
