image_id,attunet_prnu_illum_iou,attunet_prnu_freq_iou,attenunet_freq_illum_iou,attenunet_all_iou,diff_prnu_illum_iou,diff_prnu_freq_iou,diff_freq_illum_iou,notes
350,0.942865,0.931735,0.921554,0.96191,0.019045,0.030175,0.040356,
351,0.956132,0.970431,0.897609,0.957457,0.001325,-0.012974,0.059848,
352,0.948209,0.970155,0.930144,0.952196,0.003987,-0.017959,0.022052,
353,0.947814,0.9171,0.9488,0.946852,-0.000962,0.029752,-0.001948,
354,0.971791,0.979798,0.955368,0.967386,-0.004405,-0.012412,0.012018,
355,0.931602,0.923204,0.913464,0.894285,-0.037317,-0.028919,-0.019179,
356,0.943653,0.948822,0.938822,0.950922,0.007269,0.0021,0.0121,
357,0.958142,0.914203,0.945168,0.933793,-0.024349,0.01959,-0.011375,
358,0.947881,0.962114,0.911667,0.928396,-0.019485,-0.033718,0.016729,
359,0.907032,0.87616,0.87982,0.89251,-0.014522,0.01635,0.01269,
360,0.973808,0.94287,0.946095,0.939136,-0.034672,-0.003734,-0.006959,
361,0.944361,0.961051,0.92229,0.950448,0.006087,-0.010603,0.028158,
362,0.958624,0.976158,0.934612,0.966358,0.007734,-0.0098,0.031746,
363,0.85073,0.874713,0.796636,0.857304,0.006574,-0.017409,0.060668,
364,0.954105,0.951001,0.937772,0.949231,-0.004874,-0.00177,0.011459,
365,0.953335,0.915418,0.934943,0.949787,-0.003548,0.034369,0.014844,
366,0.946179,0.978098,0.94307,0.969632,0.023453,-0.008466,0.026562,
367,0.942779,0.95633,0.910402,0.954015,0.011236,-0.002315,0.043613,
368,0.968404,0.965237,0.929306,0.957646,-0.010758,-0.007591,0.02834,
369,0.946532,0.960057,0.918858,0.962297,0.015765,0.00224,0.043439,
370,0.938447,0.955858,0.917378,0.925891,-0.012556,-0.029967,0.008513,
371,0.961184,0.980596,0.936881,0.95874,-0.002444,-0.021856,0.021859,
372,0.923677,0.925731,0.905508,0.944614,0.020937,0.018883,0.039106,
373,0.959231,0.961949,0.914731,0.942894,-0.016337,-0.019055,0.028163,
374,0.793495,0.879391,0.945566,0.808094,0.014599,-0.071297,-0.137472,
375,0.933909,0.945808,0.876399,0.964189,0.03028,0.018381,0.08779,
376,0.951059,0.958616,0.939077,0.949316,-0.001743,-0.0093,0.010239,
377,0.819094,0.780807,0.880105,0.843401,0.024307,0.062594,-0.036704,
378,0.947521,0.952519,0.888195,0.899337,-0.048184,-0.053182,0.011142,
379,0.886925,0.945886,0.887452,0.873521,-0.013404,-0.072365,-0.013931,
380,0.955412,0.940259,0.975286,0.96174,0.006328,0.021481,-0.013546,
381,0.965067,0.964595,0.948024,0.975297,0.01023,0.010702,0.027273,
382,0,0.119896,0.756368,0,0,-0.119896,-0.756368,
383,0.944116,0.934651,0.937535,0.952734,0.008618,0.018083,0.015199,
384,0.911702,0.945505,0.967927,0.932157,0.020455,-0.013348,-0.03577,
385,0.937594,0.903098,0.929989,0.923479,-0.014115,0.020381,-0.00651,
386,0.957075,0.964343,0.962855,0.947573,-0.009502,-0.01677,-0.015282,
387,0.971814,0.979148,0.94476,0.953288,-0.018526,-0.02586,0.008528,
388,0.960663,0.960617,0.946423,0.96771,0.007047,0.007093,0.021287,
389,0.951529,0.929051,0.917214,0.943835,-0.007694,0.014784,0.026621,
390,0.953461,0.956776,0.918754,0.945257,-0.008204,-0.011519,0.026503,
391,0.81237,0.798302,0.778236,0.777925,-0.034445,-0.020377,-0.000311,
392,0.968603,0.967663,0.968449,0.946773,-0.02183,-0.02089,-0.021676,
393,0.913938,0.938697,0.935169,0.918638,0.0047,-0.020059,-0.016531,
394,0.957353,0.949328,0.956291,0.949442,-0.007911,0.000114,-0.006849,
395,0.937755,0.925293,0.928101,0.925115,-0.01264,-0.000178,-0.002986,
396,0.961907,0.960628,0.926151,0.945895,-0.016012,-0.014733,0.019744,
397,0.951836,0.932353,0.929764,0.931726,-0.02011,-0.000627,0.001962,
398,0.926117,0.94764,0.919941,0.94811,0.021993,0.00047,0.028169,
399,0.968734,0.952752,0.974479,0.964885,-0.003849,0.012133,-0.009594,
400,0.957048,0.945801,0.950525,0.943296,-0.013752,-0.002505,-0.007229,
401,0.935474,0.944877,0.919146,0.928022,-0.007452,-0.016855,0.008876,
402,0.921145,0.913801,0.95249,0.908538,-0.012607,-0.005263,-0.043952,
403,0.922967,0.915752,0.936301,0.927454,0.004487,0.011702,-0.008847,
404,0,0,0.535165,0,0,0,-0.535165,
405,0.971217,0.968046,0.960239,0.966879,-0.004338,-0.001167,0.00664,
406,0.936989,0.961308,0.901081,0.950899,0.01391,-0.010409,0.049818,
407,0.970517,0.962559,0.874243,0.953607,-0.01691,-0.008952,0.079364,
408,0.95959,0.939927,0.861394,0.864008,-0.095582,-0.075919,0.002614,
409,0.950574,0.968705,0.948441,0.936024,-0.01455,-0.032681,-0.012417,
410,0.946888,0.965097,0.91018,0.950408,0.00352,-0.014689,0.040228,
411,0.869615,0.911751,0.860942,0.834112,-0.035503,-0.077639,-0.02683,
412,0.913059,0.923784,0.909582,0.928621,0.015562,0.004837,0.019039,
413,0.949832,0.964972,0.898923,0.946409,-0.003423,-0.018563,0.047486,
414,0.935391,0.955532,0.892479,0.927005,-0.008386,-0.028527,0.034526,
415,0.95036,0.953459,0.88231,0.947919,-0.002441,-0.00554,0.065609,
416,0.916621,0.933078,0.933789,0.881971,-0.03465,-0.051107,-0.051818,
417,0.961267,0.966169,0.926747,0.945348,-0.015919,-0.020821,0.018601,
418,0.955065,0.932642,0.958723,0.962619,0.007554,0.029977,0.003896,
419,0.954981,0.932471,0.906174,0.883054,-0.071927,-0.049417,-0.02312,
420,0.969266,0.969231,0.920859,0.959547,-0.009719,-0.009684,0.038688,
421,0.929923,0.892154,0.928571,0.933432,0.003509,0.041278,0.004861,
422,0.848887,0.916056,0.800359,0.918919,0.070032,0.002863,0.11856,
423,0.901053,0.921502,0.938964,0.920653,0.0196,-0.000849,-0.018311,
424,0.970287,0.964226,0.95498,0.95859,-0.011697,-0.005636,0.00361,
425,0.9227,0.90096,0.935475,0.917805,-0.004895,0.016845,-0.01767,
426,0.923903,0.920997,0.871152,0.911411,-0.012492,-0.009586,0.040259,
427,0.954027,0.966148,0.945304,0.95149,-0.002537,-0.014658,0.006186,
428,0.922769,0.939358,0.92678,0.948929,0.02616,0.009571,0.022149,
429,0.959492,0.932016,0.922651,0.928079,-0.031413,-0.003937,0.005428,
430,0.930645,0.961817,0.928858,0.948735,0.01809,-0.013082,0.019877,
431,0.970399,0.962371,0.96323,0.971809,0.00141,0.009438,0.008579,
432,0.803858,0.817788,0.845513,0.821255,0.017397,0.003467,-0.024258,
433,0.938525,0.938148,0.947085,0.954126,0.015601,0.015978,0.007041,
434,0.840144,0.875143,0.953212,0.861268,0.021124,-0.013875,-0.091944,
435,0.905212,0.927282,0.931026,0.892909,-0.012303,-0.034373,-0.038117,
436,0.952314,0.947515,0.964927,0.96603,0.013716,0.018515,0.001103,
437,0.891801,0.914485,0.8971,0.897822,0.006021,-0.016663,0.000722,
438,0.843564,0.875584,0.898317,0.844394,0.00083,-0.03119,-0.053923,
439,0.949013,0.960813,0.890926,0.966131,0.017118,0.005318,0.075205,
440,0.949596,0.951286,0.940022,0.950147,0.000551,-0.001139,0.010125,
441,0.973362,0.937984,0.933177,0.965864,-0.007498,0.02788,0.032687,
442,0.959061,0.97333,0.952264,0.963141,0.00408,-0.010189,0.010877,
443,0.839073,0.879986,0.944444,0.857384,0.018311,-0.022602,-0.08706,
444,0.941849,0.954043,0.931161,0.945608,0.003759,-0.008435,0.014447,
445,0.927208,0.904808,0.916263,0.901942,-0.025266,-0.002866,-0.014321,
446,0.916229,0.919543,0.872289,0.921525,0.005296,0.001982,0.049236,
447,0.93556,0.920952,0.949251,0.944343,0.008783,0.023391,-0.004908,
448,0.938497,0.978393,0.923431,0.953477,0.01498,-0.024916,0.030046,
449,0.963809,0.976254,0.93474,0.956121,-0.007688,-0.020133,0.021381,
450,0.940949,0.924419,0.927831,0.962244,0.021295,0.037825,0.034413,
451,0.963063,0.95519,0.967934,0.975074,0.012011,0.019884,0.00714,
452,0.94411,0.963171,0.959539,0.963106,0.018996,-0.000065,0.003567,
453,0.947438,0.891706,0.872855,0.889842,-0.057596,-0.001864,0.016987,
454,0.952478,0.917912,0.956231,0.958186,0.005708,0.040274,0.001955,
455,0.936096,0.962691,0.924731,0.949407,0.013311,-0.013284,0.024676,
456,0.959565,0.950533,0.926382,0.962127,0.002562,0.011594,0.035745,
457,0.950847,0.937958,0.937937,0.958949,0.008102,0.020991,0.021012,
458,0.939413,0.939543,0.897808,0.937655,-0.001758,-0.001888,0.039847,
459,0.898658,0.882786,0.869979,0.921882,0.023224,0.039096,0.051903,
460,0.952355,0.924274,0.96248,0.934352,-0.018003,0.010078,-0.028128,
461,0.934538,0.919806,0.937139,0.906777,-0.027761,-0.013029,-0.030362,
462,0.949598,0.958242,0.946494,0.956361,0.006763,-0.001881,0.009867,
463,0.9086,0.910412,0.884338,0.924828,0.016228,0.014416,0.04049,
464,0.94417,0.929487,0.935239,0.944785,0.000615,0.015298,0.009546,
465,0.951106,0.970084,0.857036,0.958926,0.00782,-0.011158,0.10189,
466,0.927694,0.896965,0.894621,0.918489,-0.009205,0.021524,0.023868,
467,0.95378,0.952637,0.925243,0.953621,-0.000159,0.000984,0.028378,
468,0.907687,0.867624,0.891583,0.882638,-0.025049,0.015014,-0.008945,
469,0.969423,0.966012,0.919504,0.949929,-0.019494,-0.016083,0.030425,
470,0.93449,0.884939,0.914864,0.944352,0.009862,0.059413,0.029488,
471,0.931529,0.923292,0.928677,0.91984,-0.011689,-0.003452,-0.008837,
472,0.897354,0.893885,0.908539,0.907089,0.009735,0.013204,-0.00145,
473,0.89523,0.86769,0.805844,0.889218,-0.006012,0.021528,0.083374,
474,0.957298,0.949087,0.903184,0.936765,-0.020533,-0.012322,0.033581,
475,0.940762,0.958742,0.962003,0.96462,0.023858,0.005878,0.002617,
476,0.932858,0.957063,0.876553,0.920033,-0.012825,-0.03703,0.04348,
477,0.926094,0.940645,0.878332,0.91633,-0.009764,-0.024315,0.037998,
478,0.941013,0.908739,0.851796,0.892212,-0.048801,-0.016527,0.040416,
479,0.965205,0.968053,0.914831,0.971231,0.006026,0.003178,0.0564,
480,1,1,1,1,0,0,0,
481,1,1,1,1,0,0,0,
482,1,1,1,1,0,0,0,
483,1,1,1,1,0,0,0,
484,1,1,1,1,0,0,0,
485,1,1,1,1,0,0,0,
486,1,1,1,1,0,0,0,
487,1,1,1,1,0,0,0,
488,1,1,1,1,0,0,0,
489,1,1,1,1,0,0,0,
490,1,1,1,1,0,0,0,
491,1,1,1,1,0,0,0,
492,1,1,1,1,0,0,0,
493,1,1,1,1,0,0,0,
494,1,1,1,1,0,0,0,
495,1,1,1,1,0,0,0,
496,1,1,1,1,0,0,0,
497,1,1,1,1,0,0,0,
498,1,1,1,1,0,0,0,
499,1,1,1,1,0,0,0,
500,1,1,1,1,0,0,0,
501,1,1,1,1,0,0,0,
502,1,1,1,1,0,0,0,
503,1,1,1,1,0,0,0,
504,1,1,1,1,0,0,0,
505,1,1,1,1,0,0,0,
506,1,1,1,1,0,0,0,
507,1,1,1,1,0,0,0,
508,1,1,1,1,0,0,0,
509,1,1,1,1,0,0,0,
510,1,1,1,1,0,0,0,
511,1,1,1,1,0,0,0,
512,1,1,1,1,0,0,0,
513,1,1,1,1,0,0,0,
514,1,1,1,1,0,0,0,
515,1,1,1,1,0,0,0,
516,1,1,1,1,0,0,0,
517,1,1,1,1,0,0,0,
518,1,1,1,1,0,0,0,
519,1,1,1,1,0,0,0,
520,1,1,1,1,0,0,0,
521,1,0,1,1,0,1,0,
522,1,1,1,1,0,0,0,
523,1,1,1,1,0,0,0,
524,1,1,1,1,0,0,0,
525,1,1,1,1,0,0,0,
526,1,1,1,1,0,0,0,
527,1,1,1,1,0,0,0,
528,1,1,1,1,0,0,0,
529,1,1,1,1,0,0,0,
530,1,1,1,1,0,0,0,
531,1,1,1,1,0,0,0,
532,1,1,1,1,0,0,0,
533,1,1,1,1,0,0,0,
534,1,1,1,1,0,0,0,
535,1,1,1,1,0,0,0,
536,1,1,1,1,0,0,0,
537,1,1,1,1,0,0,0,
538,1,1,1,1,0,0,0,
539,1,1,1,1,0,0,0,
540,1,1,1,1,0,0,0,
541,1,1,1,1,0,0,0,
542,1,1,1,1,0,0,0,
543,1,1,1,1,0,0,0,
544,1,1,1,1,0,0,0,
545,1,1,1,1,0,0,0,
546,1,1,1,1,0,0,0,
547,1,1,1,1,0,0,0,
548,1,1,1,1,0,0,0,
549,1,1,1,1,0,0,0,
550,1,1,1,1,0,0,0,
551,1,1,1,1,0,0,0,
552,1,1,1,1,0,0,0,
553,1,1,1,1,0,0,0,
554,1,1,1,1,0,0,0,
555,1,1,1,1,0,0,0,
556,1,1,1,1,0,0,0,
557,1,1,1,1,0,0,0,
558,1,1,1,1,0,0,0,
559,1,1,1,1,0,0,0,
560,1,1,1,1,0,0,0,
561,1,1,1,1,0,0,0,
562,1,1,1,1,0,0,0,
563,1,1,1,1,0,0,0,
564,1,1,1,1,0,0,0,
565,1,1,1,1,0,0,0,
566,1,1,1,1,0,0,0,
567,1,1,1,1,0,0,0,
568,1,1,1,1,0,0,0,
569,1,1,1,1,0,0,0,
570,1,1,1,1,0,0,0,
571,1,1,1,1,0,0,0,
572,1,1,1,1,0,0,0,
573,1,1,1,1,0,0,0,
574,1,1,1,1,0,0,0,
575,1,1,1,1,0,0,0,
576,1,1,1,1,0,0,0,
577,1,1,1,1,0,0,0,
578,1,1,1,1,0,0,0,
579,1,1,1,1,0,0,0,
580,1,1,1,1,0,0,0,
581,1,1,1,1,0,0,0,
582,1,1,1,1,0,0,0,
583,1,1,1,1,0,0,0,
584,1,1,1,1,0,0,0,
585,1,1,1,1,0,0,0,
586,1,1,1,1,0,0,0,
587,1,1,1,1,0,0,0,
588,1,1,1,1,0,0,0,
589,1,1,1,1,0,0,0,
590,1,1,1,1,0,0,0,
591,1,1,1,1,0,0,0,
592,1,1,1,1,0,0,0,
593,1,1,1,1,0,0,0,
594,1,1,1,1,0,0,0,
595,1,1,1,1,0,0,0,
596,1,1,1,1,0,0,0,
597,1,1,1,1,0,0,0,
598,1,1,1,1,0,0,0,
599,1,1,1,1,0,0,0,
600,1,1,1,1,0,0,0,
601,1,1,1,1,0,0,0,
602,1,1,1,1,0,0,0,
603,1,1,1,1,0,0,0,
604,1,1,1,1,0,0,0,
605,1,1,1,1,0,0,0,
606,1,1,1,1,0,0,0,
607,1,1,1,1,0,0,0,
608,1,1,1,1,0,0,0,
609,1,1,1,1,0,0,0,
610,1,1,1,1,0,0,0,
611,1,1,1,1,0,0,0,
612,1,1,1,1,0,0,0,
613,1,1,1,1,0,0,0,
614,1,1,1,1,0,0,0,
615,1,1,1,1,0,0,0,
616,1,1,1,1,0,0,0,
617,1,1,1,1,0,0,0,
618,1,1,1,1,0,0,0,
619,1,1,1,1,0,0,0,
620,1,1,1,1,0,0,0,
621,1,1,1,1,0,0,0,
622,1,1,1,1,0,0,0,
623,1,1,1,1,0,0,0,
624,1,1,1,1,0,0,0,
625,1,1,1,1,0,0,0,
626,1,1,1,1,0,0,0,
627,1,1,1,1,0,0,0,
628,1,1,1,1,0,0,0,
629,1,1,1,1,0,0,0,
630,1,1,1,1,0,0,0,
631,1,1,1,1,0,0,0,
632,1,1,1,1,0,0,0,
633,1,1,1,1,0,0,0,
634,1,1,1,1,0,0,0,
635,1,1,1,1,0,0,0,
636,1,1,1,1,0,0,0,
637,1,1,1,1,0,0,0,
638,1,1,1,1,0,0,0,
639,1,1,1,1,0,0,0,
640,1,1,1,1,0,0,0,
641,1,1,1,1,0,0,0,
642,1,1,1,1,0,0,0,
643,1,1,1,1,0,0,0,
644,1,1,1,1,0,0,0,
645,1,1,1,1,0,0,0,
646,1,1,1,1,0,0,0,
647,1,1,1,1,0,0,0,
648,1,1,1,1,0,0,0,
649,1,1,1,1,0,0,0,
650,1,1,1,1,0,0,0,
651,1,1,1,1,0,0,0,
652,1,1,1,1,0,0,0,
653,1,1,1,1,0,0,0,
654,1,1,1,1,0,0,0,
655,1,1,1,1,0,0,0,
656,1,1,1,1,0,0,0,
657,1,1,1,1,0,0,0,
658,1,1,1,1,0,0,0,
659,1,1,1,1,0,0,0,
660,1,1,1,1,0,0,0,
661,1,1,1,1,0,0,0,
662,1,1,1,1,0,0,0,
663,1,1,1,1,0,0,0,
664,1,1,1,1,0,0,0,
665,1,1,1,1,0,0,0,
666,1,1,1,1,0,0,0,
667,1,1,1,1,0,0,0,
668,1,1,1,1,0,0,0,
669,1,1,1,1,0,0,0,
670,1,1,1,1,0,0,0,
671,1,1,1,1,0,0,0,
672,1,1,1,1,0,0,0,
673,1,1,1,1,0,0,0,
674,1,1,1,1,0,0,0,
675,1,1,1,1,0,0,0,
676,1,1,1,1,0,0,0,
677,1,1,1,1,0,0,0,
678,1,1,1,1,0,0,0,
679,1,1,1,1,0,0,0,
680,1,1,1,1,0,0,0,
681,1,1,1,1,0,0,0,
682,1,1,1,1,0,0,0,
683,1,1,1,1,0,0,0,
684,1,1,1,1,0,0,0,
685,1,1,1,1,0,0,0,
686,1,1,1,1,0,0,0,
687,1,1,1,1,0,0,0,
688,1,1,1,1,0,0,0,
689,1,1,1,1,0,0,0,
690,1,1,1,1,0,0,0,
691,1,1,1,1,0,0,0,
692,1,1,1,1,0,0,0,
693,1,1,1,1,0,0,0,
694,1,1,1,1,0,0,0,
695,1,1,1,1,0,0,0,
696,1,1,1,1,0,0,0,
697,1,1,1,1,0,0,0,
698,1,1,1,1,0,0,0,
699,1,1,1,1,0,0,0,
700,1,1,1,1,0,0,0,
701,1,1,1,1,0,0,0,
702,1,1,1,1,0,0,0,
703,1,1,1,1,0,0,0,
704,1,1,1,1,0,0,0,
705,1,1,1,1,0,0,0,
706,1,1,1,1,0,0,0,
707,1,1,1,1,0,0,0,
708,1,1,1,1,0,0,0,
709,1,1,1,1,0,0,0,
710,1,1,1,1,0,0,0,
711,1,1,1,1,0,0,0,
712,1,1,1,1,0,0,0,
713,1,1,1,1,0,0,0,
714,1,1,1,1,0,0,0,
715,1,1,1,1,0,0,0,
716,1,1,1,1,0,0,0,
717,1,1,1,1,0,0,0,
718,1,1,1,1,0,0,0,
719,1,1,1,1,0,0,0,
720,1,1,1,1,0,0,0,
721,1,1,1,1,0,0,0,
722,1,1,1,1,0,0,0,
723,1,1,1,1,0,0,0,
724,1,1,1,1,0,0,0,
725,1,1,1,1,0,0,0,
726,1,1,1,1,0,0,0,
727,1,1,1,1,0,0,0,
728,1,1,1,1,0,0,0,
729,1,1,1,1,0,0,0,
730,1,1,1,1,0,0,0,
731,1,1,1,1,0,0,0,
732,1,1,1,1,0,0,0,
733,1,1,1,1,0,0,0,
734,1,1,1,1,0,0,0,
735,1,1,1,1,0,0,0,
736,1,1,1,1,0,0,0,
737,1,1,1,1,0,0,0,
738,1,1,1,1,0,0,0,
739,1,1,1,1,0,0,0,
740,1,1,1,1,0,0,0,
741,1,1,1,1,0,0,0,
742,1,1,1,1,0,0,0,
743,1,1,1,1,0,0,0,
744,1,1,1,1,0,0,0,
745,1,1,1,1,0,0,0,
746,1,1,1,1,0,0,0,
747,1,1,1,1,0,0,0,
748,1,1,1,1,0,0,0,
749,1,1,1,1,0,0,0,
750,1,1,1,1,0,0,0,
751,1,1,1,1,0,0,0,
752,1,1,1,1,0,0,0,
753,1,1,1,1,0,0,0,
754,1,1,1,1,0,0,0,
755,1,1,1,1,0,0,0,
756,1,1,1,1,0,0,0,
757,1,1,1,1,0,0,0,
758,1,1,1,1,0,0,0,
759,1,1,1,1,0,0,0,
760,1,1,1,1,0,0,0,
761,1,1,1,1,0,0,0,
762,1,1,1,1,0,0,0,
763,1,1,1,1,0,0,0,
764,1,1,1,1,0,0,0,
765,1,1,1,1,0,0,0,
766,1,1,1,1,0,0,0,
767,1,1,1,1,0,0,0,
768,1,1,1,1,0,0,0,
769,1,1,1,1,0,0,0,
770,1,1,1,1,0,0,0,
771,1,1,1,1,0,0,0,
772,1,1,1,1,0,0,0,
773,1,1,1,1,0,0,0,
774,1,1,1,1,0,0,0,
775,1,1,1,1,0,0,0,
776,1,1,1,1,0,0,0,
777,1,1,1,1,0,0,0,
778,1,1,1,1,0,0,0,
779,1,1,1,1,0,0,0,
780,1,1,1,1,0,0,0,
781,1,1,1,1,0,0,0,
782,1,1,1,1,0,0,0,
783,1,1,1,1,0,0,0,
784,1,1,1,1,0,0,0,
785,1,1,1,1,0,0,0,
786,1,1,1,1,0,0,0,
787,1,1,1,1,0,0,0,
788,1,1,1,1,0,0,0,
789,1,1,1,1,0,0,0,
790,1,1,1,1,0,0,0,
791,1,1,1,1,0,0,0,
792,1,1,1,1,0,0,0,
793,1,1,1,1,0,0,0,
794,1,1,1,1,0,0,0,
795,1,1,1,1,0,0,0,
796,1,1,1,1,0,0,0,
797,1,1,1,1,0,0,0,
798,1,1,1,1,0,0,0,
799,1,1,1,1,0,0,0,
800,1,1,1,1,0,0,0,
801,1,1,1,1,0,0,0,
802,1,1,1,1,0,0,0,
803,1,1,1,1,0,0,0,
804,1,1,1,1,0,0,0,
805,1,1,1,1,0,0,0,
806,1,1,1,1,0,0,0,
807,1,1,1,1,0,0,0,
808,1,1,1,1,0,0,0,
809,1,1,1,1,0,0,0,
810,1,1,1,1,0,0,0,
811,1,1,1,1,0,0,0,
812,1,1,1,1,0,0,0,
813,1,1,1,1,0,0,0,
814,1,1,1,1,0,0,0,
815,1,1,1,1,0,0,0,
816,1,1,1,1,0,0,0,
817,1,1,1,1,0,0,0,
818,1,1,1,1,0,0,0,
819,1,1,1,1,0,0,0,
820,1,1,1,1,0,0,0,
821,1,1,1,1,0,0,0,
822,1,1,1,1,0,0,0,
823,1,1,1,1,0,0,0,
824,1,1,1,1,0,0,0,
825,1,1,1,1,0,0,0,
826,1,1,1,1,0,0,0,
827,1,1,1,1,0,0,0,
828,1,1,1,1,0,0,0,
829,1,1,1,1,0,0,0,
830,1,1,1,1,0,0,0,
831,1,1,1,1,0,0,0,
832,1,1,1,1,0,0,0,
833,1,1,1,1,0,0,0,
834,1,1,1,1,0,0,0,
835,1,1,1,1,0,0,0,
836,1,1,1,1,0,0,0,
837,1,1,1,1,0,0,0,
838,1,1,1,1,0,0,0,
839,1,1,1,1,0,0,0,
840,1,1,1,1,0,0,0,
841,1,1,1,1,0,0,0,
842,1,1,1,1,0,0,0,
843,1,1,1,1,0,0,0,
844,1,1,1,1,0,0,0,
845,1,1,1,1,0,0,0,
846,1,1,1,1,0,0,0,
847,1,1,1,1,0,0,0,
848,1,1,1,1,0,0,0,
849,1,1,1,1,0,0,0,
850,1,1,1,1,0,0,0,
851,1,1,1,1,0,0,0,
852,1,1,1,1,0,0,0,
853,1,1,1,1,0,0,0,
854,1,1,1,1,0,0,0,
855,1,1,1,1,0,0,0,
856,1,1,1,1,0,0,0,
857,1,1,1,1,0,0,0,
858,1,1,1,1,0,0,0,
859,1,1,1,1,0,0,0,
860,1,1,1,1,0,0,0,
861,1,1,1,1,0,0,0,
862,1,1,1,1,0,0,0,
863,1,1,1,1,0,0,0,
864,1,1,1,1,0,0,0,
865,1,1,1,1,0,0,0,
866,1,1,1,1,0,0,0,
867,1,1,1,1,0,0,0,
868,1,1,1,1,0,0,0,
869,1,1,1,1,0,0,0,
870,1,1,1,1,0,0,0,
871,1,1,1,1,0,0,0,
872,1,1,1,1,0,0,0,
873,1,1,1,1,0,0,0,
874,1,1,1,1,0,0,0,
875,1,1,1,1,0,0,0,
876,1,1,1,1,0,0,0,
877,1,1,1,1,0,0,0,
878,1,1,1,1,0,0,0,
879,1,1,1,1,0,0,0,
880,1,1,1,1,0,0,0,
881,1,1,1,1,0,0,0,
882,1,1,1,1,0,0,0,
883,1,1,1,1,0,0,0,
884,1,1,1,1,0,0,0,
885,1,1,1,1,0,0,0,
886,1,1,1,1,0,0,0,
887,1,1,1,1,0,0,0,
888,1,1,1,1,0,0,0,
889,1,1,1,1,0,0,0,
890,1,1,1,1,0,0,0,
891,1,1,1,1,0,0,0,
892,1,1,1,1,0,0,0,
893,1,1,1,1,0,0,0,
894,1,1,1,1,0,0,0,
895,1,1,1,1,0,0,0,
896,1,1,1,1,0,0,0,
897,1,1,1,1,0,0,0,
898,1,1,1,1,0,0,0,
899,1,1,1,1,0,0,0,
900,1,1,1,1,0,0,0,
901,1,1,1,1,0,0,0,
902,1,1,1,1,0,0,0,
903,1,1,1,1,0,0,0,
904,1,1,1,1,0,0,0,
905,1,1,1,1,0,0,0,
906,1,1,1,1,0,0,0,
907,1,1,1,1,0,0,0,
908,1,1,1,1,0,0,0,
909,1,1,1,1,0,0,0,
910,1,1,1,1,0,0,0,
911,1,1,1,1,0,0,0,
912,1,1,1,1,0,0,0,
913,1,1,1,1,0,0,0,
914,1,1,1,1,0,0,0,
915,1,1,1,1,0,0,0,
916,1,1,1,1,0,0,0,
917,1,1,1,1,0,0,0,
918,1,1,1,1,0,0,0,
919,1,1,1,1,0,0,0,
920,1,1,1,1,0,0,0,
921,1,1,1,1,0,0,0,
922,1,1,1,1,0,0,0,
923,1,1,1,1,0,0,0,
924,1,1,1,1,0,0,0,
925,1,1,1,1,0,0,0,
926,1,1,1,1,0,0,0,
927,1,1,1,1,0,0,0,
928,1,1,1,1,0,0,0,
929,1,1,1,1,0,0,0,
930,1,1,1,1,0,0,0,
931,1,1,1,1,0,0,0,
932,1,1,1,1,0,0,0,
933,1,1,1,1,0,0,0,
934,1,1,1,1,0,0,0,
935,1,1,1,1,0,0,0,
936,1,1,1,1,0,0,0,
937,1,1,1,1,0,0,0,
938,1,1,1,1,0,0,0,
939,1,1,1,1,0,0,0,
940,1,1,1,1,0,0,0,
941,1,1,1,1,0,0,0,
942,1,1,1,1,0,0,0,
943,1,1,1,1,0,0,0,
944,1,1,1,1,0,0,0,
945,1,1,1,1,0,0,0,
946,1,1,1,1,0,0,0,
947,1,1,1,1,0,0,0,
948,1,1,1,1,0,0,0,
949,1,1,1,1,0,0,0,
950,1,1,1,1,0,0,0,
951,1,1,1,1,0,0,0,
952,1,1,1,1,0,0,0,
953,1,1,1,1,0,0,0,
954,1,1,1,1,0,0,0,
955,1,1,1,1,0,0,0,
956,1,1,1,1,0,0,0,
957,1,1,1,1,0,0,0,
958,1,1,1,1,0,0,0,
959,1,1,1,1,0,0,0,
