image_id,ensemble_prnu_illum_iou,ensemble_prnu_freq_iou,ensemble_freq_illum_iou,ensemble_all_iou,diff_prnu_illum_iou,diff_prnu_freq_iou,diff_freq_illum_iou,notes
352,0.958154,0.977182,0.941945,0.961523,0.003369,-0.015659,0.019578,
353,0.931782,0.896374,0.952968,0.938808,0.007026,0.042434,-0.01416,
354,0.973979,0.980274,0.964717,0.975616,0.001637,-0.004658,0.010899,
355,0.929853,0.931229,0.919359,0.921951,-0.007902,-0.009278,0.002592,
356,0.951376,0.957192,0.938442,0.955508,0.004132,-0.001684,0.017066,
357,0.953757,0.904913,0.938954,0.945823,-0.007934,0.04091,0.006869,
358,0.940336,0.944115,0.908599,0.934816,-0.00552,-0.009299,0.026217,
359,0.899467,0.883493,0.870849,0.912216,0.012749,0.028723,0.041367,
360,0.976678,0.95907,0.937601,0.956067,-0.020611,-0.003003,0.018466,
361,0.949435,0.966472,0.913183,0.942671,-0.006764,-0.023801,0.029488,
362,0.965221,0.978826,0.948871,0.961806,-0.003415,-0.01702,0.012935,
363,0.852776,0.874483,0.833707,0.843459,-0.009317,-0.031024,0.009752,
364,0.95889,0.947978,0.950627,0.961262,0.002372,0.013284,0.010635,
365,0.955726,0.931631,0.938395,0.960805,0.005079,0.029174,0.02241,
366,0.960399,0.977784,0.957162,0.965067,0.004668,-0.012717,0.007905,
367,0.964822,0.955488,0.921089,0.961604,-0.003218,0.006116,0.040515,
368,0.954706,0.972332,0.931336,0.965271,0.010565,-0.007061,0.033935,
369,0.962346,0.962708,0.937553,0.963779,0.001433,0.001071,0.026226,
370,0.939229,0.946545,0.92408,0.931188,-0.008041,-0.015357,0.007108,
371,0.968846,0.976117,0.941459,0.972587,0.003741,-0.00353,0.031128,
372,0.935441,0.924528,0.914626,0.946716,0.011275,0.022188,0.03209,
373,0.953368,0.959104,0.94418,0.938968,-0.0144,-0.020136,-0.005212,
374,0.794272,0.875959,0.950764,0.838902,0.04463,-0.037057,-0.111862,
375,0.952346,0.951613,0.884883,0.973567,0.021221,0.021954,0.088684,
376,0.954524,0.967445,0.94617,0.959145,0.004621,-0.0083,0.012975,
377,0.793165,0.773684,0.849893,0.828947,0.035782,0.055263,-0.020946,
378,0.933698,0.938466,0.88892,0.929255,-0.004443,-0.009211,0.040335,
379,0.921792,0.939096,0.893282,0.905889,-0.015903,-0.033207,0.012607,
380,0.966336,0.941457,0.972229,0.966737,0.000401,0.02528,-0.005492,
381,0.960891,0.969375,0.944154,0.978099,0.017208,0.008724,0.033945,
382,0.617625,0.665761,0.823821,0.45094,-0.166685,-0.214821,-0.372881,
383,0.946966,0.925661,0.938551,0.949283,0.002317,0.023622,0.010732,
384,0.927568,0.9361,0.972685,0.933931,0.006363,-0.002169,-0.038754,
385,0.930163,0.907742,0.929184,0.925678,-0.004485,0.017936,-0.003506,
386,0.952331,0.966106,0.959636,0.960359,0.008028,-0.005747,0.000723,
387,0.968412,0.97281,0.941246,0.952183,-0.016229,-0.020627,0.010937,
388,0.96432,0.959593,0.953737,0.967594,0.003274,0.008001,0.013857,
389,0.937781,0.929555,0.920582,0.936599,-0.001182,0.007044,0.016017,
390,0.957372,0.962314,0.918581,0.953637,-0.003735,-0.008677,0.035056,
391,0.800531,0.799772,0.755514,0.773617,-0.026914,-0.026155,0.018103,
392,0.973968,0.967158,0.974313,0.961385,-0.012583,-0.005773,-0.012928,
393,0.933586,0.934718,0.935021,0.925741,-0.007845,-0.008977,-0.00928,
394,0.957184,0.948494,0.951397,0.957083,-0.000101,0.008589,0.005686,
395,0.940907,0.922748,0.945569,0.927955,-0.012952,0.005207,-0.017614,
396,0.961391,0.971189,0.903891,0.930688,-0.030703,-0.040501,0.026797,
397,0.944868,0.939748,0.922135,0.946221,0.001353,0.006473,0.024086,
398,0.936097,0.941872,0.917364,0.958539,0.022442,0.016667,0.041175,
399,0.959675,0.958217,0.977285,0.957619,-0.002056,-0.000598,-0.019666,
400,0.956822,0.955851,0.95966,0.947322,-0.0095,-0.008529,-0.012338,
401,0.946782,0.946646,0.939032,0.929365,-0.017417,-0.017281,-0.009667,
402,0.927842,0.933757,0.937528,0.923094,-0.004748,-0.010663,-0.014434,
403,0.923591,0.918577,0.937575,0.938242,0.014651,0.019665,0.000667,
404,0,0,0.47714,0,0,0,-0.47714,
405,0.964361,0.964857,0.964472,0.957041,-0.00732,-0.007816,-0.007431,
406,0.93985,0.960337,0.887742,0.939911,0.000061,-0.020426,0.052169,
407,0.97022,0.964782,0.892016,0.9626,-0.00762,-0.002182,0.070584,
408,0.94047,0.932297,0.857337,0.871841,-0.068629,-0.060456,0.014504,
409,0.954396,0.969312,0.937021,0.941992,-0.012404,-0.02732,0.004971,
410,0.945789,0.963097,0.923101,0.95145,0.005661,-0.011647,0.028349,
411,0.910694,0.907557,0.87035,0.911904,0.00121,0.004347,0.041554,
412,0.939759,0.910427,0.911082,0.929194,-0.010565,0.018767,0.018112,
413,0.957963,0.968363,0.91969,0.944947,-0.013016,-0.023416,0.025257,
414,0.935332,0.948873,0.907929,0.939063,0.003731,-0.00981,0.031134,
415,0.964349,0.947647,0.894647,0.947911,-0.016438,0.000264,0.053264,
416,0.93448,0.911226,0.920604,0.896927,-0.037553,-0.014299,-0.023677,
417,0.972052,0.970678,0.944649,0.966164,-0.005888,-0.004514,0.021515,
418,0.967876,0.949548,0.960401,0.963731,-0.004145,0.014183,0.00333,
419,0.95648,0.916745,0.912264,0.903657,-0.052823,-0.013088,-0.008607,
420,0.972392,0.972329,0.914394,0.959651,-0.012741,-0.012678,0.045257,
421,0.92855,0.90335,0.935188,0.92887,0.00032,0.02552,-0.006318,
422,0.886792,0.922748,0.793905,0.928487,0.041695,0.005739,0.134582,
423,0.901726,0.920387,0.934657,0.919718,0.017992,-0.000669,-0.014939,
424,0.97019,0.974932,0.963524,0.969666,-0.000524,-0.005266,0.006142,
425,0.923554,0.908998,0.945469,0.923615,0.000061,0.014617,-0.021854,
426,0.926625,0.924085,0.888632,0.918319,-0.008306,-0.005766,0.029687,
427,0.95846,0.968653,0.934255,0.955013,-0.003447,-0.01364,0.020758,
428,0.938318,0.945363,0.936121,0.937899,-0.000419,-0.007464,0.001778,
429,0.955967,0.940266,0.924424,0.933978,-0.021989,-0.006288,0.009554,
430,0.946325,0.951357,0.941626,0.953697,0.007372,0.00234,0.012071,
431,0.972244,0.958774,0.955327,0.97073,-0.001514,0.011956,0.015403,
432,0.804866,0.823665,0.855385,0.804866,0,-0.018799,-0.050519,
433,0.942089,0.943627,0.946349,0.958307,0.016218,0.01468,0.011958,
434,0.881329,0.906388,0.938539,0.878726,-0.002603,-0.027662,-0.059813,
435,0.906083,0.910328,0.922907,0.898108,-0.007975,-0.01222,-0.024799,
436,0.973027,0.956932,0.964225,0.960746,-0.012281,0.003814,-0.003479,
437,0.905571,0.903975,0.900778,0.908761,0.00319,0.004786,0.007983,
438,0.862109,0.889242,0.915693,0.860924,-0.001185,-0.028318,-0.054769,
439,0.957011,0.960428,0.898676,0.962382,0.005371,0.001954,0.063706,
440,0.958008,0.952922,0.949218,0.950201,-0.007807,-0.002721,0.000983,
441,0.97386,0.943913,0.943994,0.954974,-0.018886,0.011061,0.01098,
442,0.961693,0.971076,0.965056,0.960533,-0.00116,-0.010543,-0.004523,
443,0.853123,0.926272,0.950352,0.905878,0.052755,-0.020394,-0.044474,
444,0.949711,0.958766,0.952769,0.937332,-0.012379,-0.021434,-0.015437,
445,0.914277,0.911717,0.92229,0.914527,0.00025,0.00281,-0.007763,
446,0.900065,0.922242,0.877033,0.921141,0.021076,-0.001101,0.044108,
447,0.938833,0.927692,0.960347,0.935237,-0.003596,0.007545,-0.02511,
448,0.942433,0.968584,0.899343,0.959086,0.016653,-0.009498,0.059743,
449,0.965826,0.973234,0.932753,0.976959,0.011133,0.003725,0.044206,
450,0.964614,0.883524,0.941748,0.95582,-0.008794,0.072296,0.014072,
451,0.967117,0.96264,0.95994,0.974981,0.007864,0.012341,0.015041,
452,0.953236,0.965632,0.970778,0.973698,0.020462,0.008066,0.00292,
453,0.952126,0.927807,0.881884,0.918252,-0.033874,-0.009555,0.036368,
454,0.95503,0.92181,0.954315,0.952876,-0.002154,0.031066,-0.001439,
455,0.955388,0.962097,0.92193,0.948511,-0.006877,-0.013586,0.026581,
456,0.950468,0.956798,0.949939,0.969965,0.019497,0.013167,0.020026,
457,0.951903,0.941555,0.947578,0.952126,0.000223,0.010571,0.004548,
458,0.948141,0.935694,0.911829,0.961527,0.013386,0.025833,0.049698,
459,0.923942,0.890081,0.877638,0.913801,-0.010141,0.02372,0.036163,
460,0.958846,0.92367,0.943536,0.954436,-0.00441,0.030766,0.0109,
461,0.932405,0.92677,0.940601,0.926244,-0.006161,-0.000526,-0.014357,
462,0.963154,0.966642,0.945387,0.963744,0.00059,-0.002898,0.018357,
463,0.911239,0.917121,0.903421,0.938569,0.02733,0.021448,0.035148,
464,0.955167,0.936152,0.936861,0.942774,-0.012393,0.006622,0.005913,
465,0.962095,0.974492,0.8682,0.966733,0.004638,-0.007759,0.098533,
466,0.927611,0.878755,0.910974,0.907459,-0.020152,0.028704,-0.003515,
467,0.956677,0.961304,0.90927,0.952162,-0.004515,-0.009142,0.042892,
468,0.921124,0.867558,0.896034,0.882391,-0.038733,0.014833,-0.013643,
469,0.975837,0.965769,0.92731,0.962014,-0.013823,-0.003755,0.034704,
470,0.932903,0.906002,0.952556,0.93774,0.004837,0.031738,-0.014816,
471,0.935514,0.927196,0.947009,0.935006,-0.000508,0.00781,-0.012003,
472,0.91686,0.884737,0.922396,0.913793,-0.003067,0.029056,-0.008603,
473,0.881811,0.869368,0.804589,0.871529,-0.010282,0.002161,0.06694,
474,0.961588,0.953861,0.915254,0.937757,-0.023831,-0.016104,0.022503,
475,0.965319,0.96729,0.959231,0.96858,0.003261,0.00129,0.009349,
476,0.963793,0.948151,0.858366,0.934365,-0.029428,-0.013786,0.075999,
477,0.94465,0.947566,0.891679,0.920946,-0.023704,-0.02662,0.029267,
478,0.946375,0.920977,0.863323,0.925577,-0.020798,0.0046,0.062254,
479,0.962769,0.973845,0.932458,0.97058,0.007811,-0.003265,0.038122,
480,1,1,1,1,0,0,0,
481,1,1,1,1,0,0,0,
482,1,1,1,1,0,0,0,
483,1,1,1,1,0,0,0,
484,1,1,1,1,0,0,0,
485,1,1,1,1,0,0,0,
486,1,1,1,1,0,0,0,
487,1,1,1,1,0,0,0,
488,1,1,1,1,0,0,0,
489,1,1,1,1,0,0,0,
490,1,1,1,1,0,0,0,
491,1,1,1,1,0,0,0,
492,1,1,1,1,0,0,0,
493,1,1,1,1,0,0,0,
494,1,1,1,1,0,0,0,
495,1,1,1,1,0,0,0,
496,1,1,1,1,0,0,0,
497,1,1,1,1,0,0,0,
498,1,1,1,1,0,0,0,
499,1,1,1,1,0,0,0,
500,1,1,1,1,0,0,0,
501,1,1,1,1,0,0,0,
502,1,1,1,1,0,0,0,
503,1,1,1,1,0,0,0,
504,1,1,1,1,0,0,0,
505,1,1,1,1,0,0,0,
506,1,1,1,1,0,0,0,
507,1,1,1,1,0,0,0,
508,1,1,1,1,0,0,0,
509,1,1,1,1,0,0,0,
510,1,1,1,1,0,0,0,
511,1,1,1,1,0,0,0,
512,1,1,1,1,0,0,0,
513,1,1,1,1,0,0,0,
514,1,1,1,1,0,0,0,
515,1,1,1,1,0,0,0,
516,1,1,1,1,0,0,0,
517,1,1,1,1,0,0,0,
518,1,1,1,1,0,0,0,
519,1,1,1,1,0,0,0,
520,1,1,1,1,0,0,0,
521,1,0,1,1,0,1,0,
522,1,1,1,1,0,0,0,
523,1,1,1,1,0,0,0,
524,1,1,1,1,0,0,0,
525,1,1,1,1,0,0,0,
526,1,1,1,1,0,0,0,
527,1,1,1,1,0,0,0,
528,1,1,1,1,0,0,0,
529,1,1,1,1,0,0,0,
530,1,1,1,1,0,0,0,
531,1,1,1,1,0,0,0,
532,1,1,1,1,0,0,0,
533,1,1,1,1,0,0,0,
534,1,1,1,1,0,0,0,
535,1,1,1,1,0,0,0,
536,1,1,1,1,0,0,0,
537,1,1,1,1,0,0,0,
538,1,1,1,1,0,0,0,
539,1,1,1,1,0,0,0,
540,1,1,1,1,0,0,0,
541,1,1,1,1,0,0,0,
542,1,1,1,1,0,0,0,
543,1,1,1,1,0,0,0,
544,1,1,1,1,0,0,0,
545,1,1,1,1,0,0,0,
546,1,1,1,1,0,0,0,
547,1,1,1,1,0,0,0,
548,1,1,1,1,0,0,0,
549,1,1,1,1,0,0,0,
550,1,1,1,1,0,0,0,
551,1,1,1,1,0,0,0,
552,1,1,1,1,0,0,0,
553,1,1,1,1,0,0,0,
554,1,1,1,1,0,0,0,
555,1,1,1,1,0,0,0,
556,1,1,1,1,0,0,0,
557,1,1,1,1,0,0,0,
558,1,1,1,1,0,0,0,
559,1,1,1,1,0,0,0,
560,1,1,1,1,0,0,0,
561,1,1,1,1,0,0,0,
562,1,1,1,1,0,0,0,
563,1,1,1,1,0,0,0,
564,1,1,1,1,0,0,0,
565,1,1,1,1,0,0,0,
566,1,1,1,1,0,0,0,
567,1,1,1,1,0,0,0,
568,1,1,1,1,0,0,0,
569,1,1,1,1,0,0,0,
570,1,1,1,1,0,0,0,
571,1,1,1,1,0,0,0,
572,1,1,1,1,0,0,0,
573,1,1,1,1,0,0,0,
574,1,1,1,1,0,0,0,
575,1,1,1,1,0,0,0,
576,1,1,1,1,0,0,0,
577,1,1,1,1,0,0,0,
578,1,1,1,1,0,0,0,
579,1,1,1,1,0,0,0,
580,1,1,1,1,0,0,0,
581,1,1,1,1,0,0,0,
582,1,1,1,1,0,0,0,
583,1,1,1,1,0,0,0,
584,1,1,1,1,0,0,0,
585,1,1,1,1,0,0,0,
586,1,1,1,1,0,0,0,
587,1,1,1,1,0,0,0,
588,1,1,1,1,0,0,0,
589,1,1,1,1,0,0,0,
590,1,1,1,1,0,0,0,
591,1,1,1,1,0,0,0,
592,1,1,1,1,0,0,0,
593,1,1,1,1,0,0,0,
594,1,1,1,1,0,0,0,
595,1,1,1,1,0,0,0,
596,1,1,1,1,0,0,0,
597,1,1,1,1,0,0,0,
598,1,1,1,1,0,0,0,
599,1,1,1,1,0,0,0,
600,1,1,1,1,0,0,0,
601,1,1,1,1,0,0,0,
602,1,1,1,1,0,0,0,
603,1,1,1,1,0,0,0,
604,1,1,1,1,0,0,0,
605,1,1,1,1,0,0,0,
606,1,1,1,1,0,0,0,
607,1,1,1,1,0,0,0,
608,1,1,1,1,0,0,0,
609,1,1,1,1,0,0,0,
610,1,1,1,1,0,0,0,
611,1,1,1,1,0,0,0,
612,1,1,1,1,0,0,0,
613,1,1,1,1,0,0,0,
614,1,1,1,1,0,0,0,
615,1,1,1,1,0,0,0,
616,1,1,1,1,0,0,0,
617,1,1,1,1,0,0,0,
618,1,1,1,1,0,0,0,
619,1,1,1,1,0,0,0,
620,1,1,1,1,0,0,0,
621,1,1,1,1,0,0,0,
622,1,1,1,1,0,0,0,
623,1,1,1,1,0,0,0,
624,1,1,1,1,0,0,0,
625,1,1,1,1,0,0,0,
626,1,1,1,1,0,0,0,
627,1,1,1,1,0,0,0,
628,1,1,1,1,0,0,0,
629,1,1,1,1,0,0,0,
630,1,1,1,1,0,0,0,
631,1,1,1,1,0,0,0,
632,1,1,1,1,0,0,0,
633,1,1,1,1,0,0,0,
634,1,1,1,1,0,0,0,
635,1,1,1,1,0,0,0,
636,1,1,1,1,0,0,0,
637,1,1,1,1,0,0,0,
638,1,1,1,1,0,0,0,
639,1,1,1,1,0,0,0,
640,1,1,1,1,0,0,0,
641,1,1,1,1,0,0,0,
642,1,1,1,1,0,0,0,
643,1,1,1,1,0,0,0,
644,1,1,1,1,0,0,0,
645,1,1,1,1,0,0,0,
646,1,1,1,1,0,0,0,
647,1,1,1,1,0,0,0,
648,1,1,1,1,0,0,0,
649,1,1,1,1,0,0,0,
650,1,1,1,1,0,0,0,
651,1,1,1,1,0,0,0,
652,1,1,1,1,0,0,0,
653,1,1,1,1,0,0,0,
654,1,1,1,1,0,0,0,
655,1,1,1,1,0,0,0,
656,1,1,1,1,0,0,0,
657,1,1,1,1,0,0,0,
658,1,1,1,1,0,0,0,
659,1,1,1,1,0,0,0,
660,1,1,1,1,0,0,0,
661,1,1,1,1,0,0,0,
662,1,1,1,1,0,0,0,
663,1,1,1,1,0,0,0,
664,1,1,1,1,0,0,0,
665,1,1,1,1,0,0,0,
666,1,1,1,1,0,0,0,
667,1,1,1,1,0,0,0,
668,1,1,1,1,0,0,0,
669,1,1,1,1,0,0,0,
670,1,1,1,1,0,0,0,
671,1,1,1,1,0,0,0,
672,1,1,1,1,0,0,0,
673,1,1,1,1,0,0,0,
674,1,1,1,1,0,0,0,
675,1,1,1,1,0,0,0,
676,1,1,1,1,0,0,0,
677,1,1,1,1,0,0,0,
678,1,1,1,1,0,0,0,
679,1,1,1,1,0,0,0,
680,1,1,1,1,0,0,0,
681,1,1,1,1,0,0,0,
682,1,1,1,1,0,0,0,
683,1,1,1,1,0,0,0,
684,1,1,1,1,0,0,0,
685,1,1,1,1,0,0,0,
686,1,1,1,1,0,0,0,
687,1,1,1,1,0,0,0,
688,1,1,1,1,0,0,0,
689,1,1,1,1,0,0,0,
690,1,1,1,1,0,0,0,
691,1,1,1,1,0,0,0,
692,1,1,1,1,0,0,0,
693,1,1,1,1,0,0,0,
694,1,1,1,1,0,0,0,
695,1,1,1,1,0,0,0,
696,1,1,1,1,0,0,0,
697,1,1,1,1,0,0,0,
698,1,1,1,1,0,0,0,
699,1,1,1,1,0,0,0,
700,1,1,1,1,0,0,0,
701,1,1,1,1,0,0,0,
702,1,1,1,1,0,0,0,
703,1,1,1,1,0,0,0,
704,1,1,1,1,0,0,0,
705,1,1,1,1,0,0,0,
706,1,1,1,1,0,0,0,
707,1,1,1,1,0,0,0,
708,1,1,1,1,0,0,0,
709,1,1,1,1,0,0,0,
710,1,1,1,1,0,0,0,
711,1,1,1,1,0,0,0,
712,1,1,1,1,0,0,0,
713,1,1,1,1,0,0,0,
714,1,1,1,1,0,0,0,
715,1,1,1,1,0,0,0,
716,1,1,1,1,0,0,0,
717,1,1,1,1,0,0,0,
718,1,1,1,1,0,0,0,
719,1,1,1,1,0,0,0,
720,1,1,1,1,0,0,0,
721,1,1,1,1,0,0,0,
722,1,1,1,1,0,0,0,
723,1,1,1,1,0,0,0,
724,1,1,1,1,0,0,0,
725,1,1,1,1,0,0,0,
726,1,1,1,1,0,0,0,
727,1,1,1,1,0,0,0,
728,1,1,1,1,0,0,0,
729,1,1,1,1,0,0,0,
730,1,1,1,1,0,0,0,
731,1,1,1,1,0,0,0,
732,1,1,1,1,0,0,0,
733,1,1,1,1,0,0,0,
734,1,1,1,1,0,0,0,
735,1,1,1,1,0,0,0,
736,1,1,1,1,0,0,0,
737,1,1,1,1,0,0,0,
738,1,1,1,1,0,0,0,
739,1,1,1,1,0,0,0,
740,1,1,1,1,0,0,0,
741,1,1,1,1,0,0,0,
742,1,1,1,1,0,0,0,
743,1,1,1,1,0,0,0,
744,1,1,1,1,0,0,0,
745,1,1,1,1,0,0,0,
746,1,1,1,1,0,0,0,
747,1,1,1,1,0,0,0,
748,1,1,1,1,0,0,0,
749,1,1,1,1,0,0,0,
750,1,1,1,1,0,0,0,
751,1,1,1,1,0,0,0,
752,1,1,1,1,0,0,0,
753,1,1,1,1,0,0,0,
754,1,1,1,1,0,0,0,
755,1,1,1,1,0,0,0,
756,1,1,1,1,0,0,0,
757,1,1,1,1,0,0,0,
758,1,1,1,1,0,0,0,
759,1,1,1,1,0,0,0,
760,1,1,1,1,0,0,0,
761,1,1,1,1,0,0,0,
762,1,1,1,1,0,0,0,
763,1,1,1,1,0,0,0,
764,1,1,1,1,0,0,0,
765,1,1,1,1,0,0,0,
766,1,1,1,1,0,0,0,
767,1,1,1,1,0,0,0,
768,1,1,1,1,0,0,0,
769,1,1,1,1,0,0,0,
770,1,1,1,1,0,0,0,
771,1,1,1,1,0,0,0,
772,1,1,1,1,0,0,0,
773,1,1,1,1,0,0,0,
774,1,1,1,1,0,0,0,
775,1,1,1,1,0,0,0,
776,1,1,1,1,0,0,0,
777,1,1,1,1,0,0,0,
778,1,1,1,1,0,0,0,
779,1,1,1,1,0,0,0,
780,1,1,1,1,0,0,0,
781,1,1,1,1,0,0,0,
782,1,1,1,1,0,0,0,
783,1,1,1,1,0,0,0,
784,1,1,1,1,0,0,0,
785,1,1,1,1,0,0,0,
786,1,1,1,1,0,0,0,
787,1,1,1,1,0,0,0,
788,1,1,1,1,0,0,0,
789,1,1,1,1,0,0,0,
790,1,1,1,1,0,0,0,
791,1,1,1,1,0,0,0,
792,1,1,1,1,0,0,0,
793,1,1,1,1,0,0,0,
794,1,1,1,1,0,0,0,
795,1,1,1,1,0,0,0,
796,1,1,1,1,0,0,0,
797,1,1,1,1,0,0,0,
798,1,1,1,1,0,0,0,
799,1,1,1,1,0,0,0,
800,1,1,1,1,0,0,0,
801,1,1,1,1,0,0,0,
802,1,1,1,1,0,0,0,
803,1,1,1,1,0,0,0,
804,1,1,1,1,0,0,0,
805,1,1,1,1,0,0,0,
806,1,1,1,1,0,0,0,
807,1,1,1,1,0,0,0,
808,1,1,1,1,0,0,0,
809,1,1,1,1,0,0,0,
810,1,1,1,1,0,0,0,
811,1,1,1,1,0,0,0,
812,1,1,1,1,0,0,0,
813,1,1,1,1,0,0,0,
814,1,1,1,1,0,0,0,
815,1,1,1,1,0,0,0,
816,1,1,1,1,0,0,0,
817,1,1,1,1,0,0,0,
818,1,1,1,1,0,0,0,
819,1,1,1,1,0,0,0,
820,1,1,1,1,0,0,0,
821,1,1,1,1,0,0,0,
822,1,1,1,1,0,0,0,
823,1,1,1,1,0,0,0,
824,1,1,1,1,0,0,0,
825,1,1,1,1,0,0,0,
826,1,1,1,1,0,0,0,
827,1,1,1,1,0,0,0,
828,1,1,1,1,0,0,0,
829,1,1,1,1,0,0,0,
830,1,1,1,1,0,0,0,
831,1,1,1,1,0,0,0,
832,1,1,1,1,0,0,0,
833,1,1,1,1,0,0,0,
834,1,1,1,1,0,0,0,
835,1,1,1,1,0,0,0,
836,1,1,1,1,0,0,0,
837,1,1,1,1,0,0,0,
838,1,1,1,1,0,0,0,
839,1,1,1,1,0,0,0,
840,1,1,1,1,0,0,0,
841,1,1,1,1,0,0,0,
842,1,1,1,1,0,0,0,
843,1,1,1,1,0,0,0,
844,1,1,1,1,0,0,0,
845,1,1,1,1,0,0,0,
846,1,1,1,1,0,0,0,
847,1,1,1,1,0,0,0,
848,1,1,1,1,0,0,0,
849,1,1,1,1,0,0,0,
850,1,1,1,1,0,0,0,
851,1,1,1,1,0,0,0,
852,1,1,1,1,0,0,0,
853,1,1,1,1,0,0,0,
854,1,1,1,1,0,0,0,
855,1,1,1,1,0,0,0,
856,1,1,1,1,0,0,0,
857,1,1,1,1,0,0,0,
858,1,1,1,1,0,0,0,
859,1,1,1,1,0,0,0,
860,1,1,1,1,0,0,0,
861,1,1,1,1,0,0,0,
862,1,1,1,1,0,0,0,
863,1,1,1,1,0,0,0,
864,1,1,1,1,0,0,0,
865,1,1,1,1,0,0,0,
866,1,1,1,1,0,0,0,
867,1,1,1,1,0,0,0,
868,1,1,1,1,0,0,0,
869,1,1,1,1,0,0,0,
870,1,1,1,1,0,0,0,
871,1,1,1,1,0,0,0,
872,1,1,1,1,0,0,0,
873,1,1,1,1,0,0,0,
874,1,1,1,1,0,0,0,
875,1,1,1,1,0,0,0,
876,1,1,1,1,0,0,0,
877,1,1,1,1,0,0,0,
878,1,1,1,1,0,0,0,
879,1,1,1,1,0,0,0,
880,1,1,1,1,0,0,0,
881,1,1,1,1,0,0,0,
882,1,1,1,1,0,0,0,
883,1,1,1,1,0,0,0,
884,1,1,1,1,0,0,0,
885,1,1,1,1,0,0,0,
886,1,1,1,1,0,0,0,
887,1,1,1,1,0,0,0,
888,1,1,1,1,0,0,0,
889,1,1,1,1,0,0,0,
890,1,1,1,1,0,0,0,
891,1,1,1,1,0,0,0,
892,1,1,1,1,0,0,0,
893,1,1,1,1,0,0,0,
894,1,1,1,1,0,0,0,
895,1,1,1,1,0,0,0,
896,1,1,1,1,0,0,0,
897,1,1,1,1,0,0,0,
898,1,1,1,1,0,0,0,
899,1,1,1,1,0,0,0,
900,1,1,1,1,0,0,0,
901,1,1,1,1,0,0,0,
902,1,1,1,1,0,0,0,
903,1,1,1,1,0,0,0,
904,1,1,1,1,0,0,0,
905,1,1,1,1,0,0,0,
906,1,1,1,1,0,0,0,
907,1,1,1,1,0,0,0,
908,1,1,1,1,0,0,0,
909,1,1,1,1,0,0,0,
910,1,1,1,1,0,0,0,
911,1,1,1,1,0,0,0,
912,1,1,1,1,0,0,0,
913,1,1,1,1,0,0,0,
914,1,1,1,1,0,0,0,
915,1,1,1,1,0,0,0,
916,1,1,1,1,0,0,0,
917,1,1,1,1,0,0,0,
918,1,1,1,1,0,0,0,
919,1,1,1,1,0,0,0,
920,1,1,1,1,0,0,0,
921,1,1,1,1,0,0,0,
922,1,1,1,1,0,0,0,
923,1,1,1,1,0,0,0,
924,1,1,1,1,0,0,0,
925,1,1,1,1,0,0,0,
926,1,1,1,1,0,0,0,
927,1,1,1,1,0,0,0,
928,1,1,1,1,0,0,0,
929,1,1,1,1,0,0,0,
930,1,1,1,1,0,0,0,
931,1,1,1,1,0,0,0,
932,1,1,1,1,0,0,0,
933,1,1,1,1,0,0,0,
934,1,1,1,1,0,0,0,
935,1,1,1,1,0,0,0,
936,1,1,1,1,0,0,0,
937,1,1,1,1,0,0,0,
938,1,1,1,1,0,0,0,
939,1,1,1,1,0,0,0,
940,1,1,1,1,0,0,0,
941,1,1,1,1,0,0,0,
942,1,1,1,1,0,0,0,
943,1,1,1,1,0,0,0,
944,1,1,1,1,0,0,0,
945,1,1,1,1,0,0,0,
946,1,1,1,1,0,0,0,
947,1,1,1,1,0,0,0,
948,1,1,1,1,0,0,0,
949,1,1,1,1,0,0,0,
950,1,1,1,1,0,0,0,
951,1,1,1,1,0,0,0,
952,1,1,1,1,0,0,0,
953,1,1,1,1,0,0,0,
954,1,1,1,1,0,0,0,
955,1,1,1,1,0,0,0,
956,1,1,1,1,0,0,0,
957,1,1,1,1,0,0,0,
958,1,1,1,1,0,0,0,
959,1,1,1,1,0,0,0,
