image_id,unetpp_prnu_illum_dice,unetpp_prnu_freq_dice,unetpp_freq_illum_dice,unetpp_all_dice,diff_prnu_illum_dice,diff_prnu_freq_dice,diff_freq_illum_dice,notes
345,0.921853,0.975884,0.906424,0.97772,0.055867,0.001836,0.071296,
346,0.976338,0.976171,0.973956,0.984787,0.008449,0.008616,0.010831,
347,0.977835,0.970135,0.969481,0.957014,-0.020821,-0.013121,-0.012467,
348,0.959741,0.965689,0.949967,0.965949,0.006208,0.00026,0.015982,
349,0.957381,0.943827,0.944331,0.960679,0.003298,0.016852,0.016348,
350,0.946585,0.965358,0.964975,0.963222,0.016637,-0.002136,-0.001753,
351,0.983118,0.9831,0.950273,0.984799,0.001681,0.001699,0.034526,
352,0.980188,0.985818,0.971463,0.983481,0.003293,-0.002337,0.012018,
353,0.95855,0.937995,0.976869,0.957953,-0.000597,0.019958,-0.018916,
354,0.985301,0.988101,0.982099,0.985455,0.000154,-0.002646,0.003356,
355,0.956289,0.965702,0.959156,0.964347,0.008058,-0.001355,0.005191,
356,0.974869,0.979405,0.964372,0.970935,-0.003934,-0.00847,0.006563,
357,0.971455,0.943666,0.955434,0.972187,0.000732,0.028521,0.016753,
358,0.965077,0.964811,0.947832,0.968765,0.003688,0.003954,0.020933,
359,0.943163,0.941094,0.92523,0.961868,0.018705,0.020774,0.036638,
360,0.985029,0.986508,0.963069,0.9862,0.001171,-0.000308,0.023131,
361,0.975224,0.98082,0.942331,0.964037,-0.011187,-0.016783,0.021706,
362,0.982767,0.991023,0.980959,0.977164,-0.005603,-0.013859,-0.003795,
363,0.920931,0.934513,0.935075,0.911271,-0.00966,-0.023242,-0.023804,
364,0.980032,0.967124,0.979862,0.981368,0.001336,0.014244,0.001506,
365,0.969384,0.974581,0.963794,0.977157,0.007773,0.002576,0.013363,
366,0.971248,0.985334,0.983495,0.97696,0.005712,-0.008374,-0.006535,
367,0.980929,0.976282,0.961387,0.974547,-0.006382,-0.001735,0.01316,
368,0.969429,0.979585,0.960232,0.980658,0.011229,0.001073,0.020426,
369,0.97873,0.982523,0.974457,0.980392,0.001662,-0.002131,0.005935,
370,0.967978,0.965782,0.963747,0.961839,-0.006139,-0.003943,-0.001908,
371,0.985288,0.98479,0.97104,0.988405,0.003117,0.003615,0.017365,
372,0.973263,0.958988,0.959298,0.973773,0.00051,0.014785,0.014475,
373,0.973517,0.976849,0.977592,0.96039,-0.013127,-0.016459,-0.017202,
374,0.885508,0.924718,0.975839,0.934518,0.04901,0.0098,-0.041321,
375,0.978029,0.973137,0.942073,0.987402,0.009373,0.014265,0.045329,
376,0.9785,0.983386,0.969792,0.978196,-0.000304,-0.00519,0.008404,
377,0.878136,0.87344,0.896631,0.899592,0.021456,0.026152,0.002961,
378,0.959023,0.957265,0.941653,0.971086,0.012063,0.013821,0.029433,
379,0.955651,0.943172,0.944396,0.959696,0.004045,0.016524,0.0153,
380,0.980292,0.965895,0.977467,0.980065,-0.000227,0.01417,0.002598,
381,0.976311,0.981618,0.969659,0.984035,0.007724,0.002417,0.014376,
382,0.873255,0.823409,0.919751,0.660992,-0.212263,-0.162417,-0.258759,
383,0.967089,0.946618,0.970613,0.968358,0.001269,0.02174,-0.002255,
384,0.969148,0.961371,0.985401,0.965556,-0.003592,0.004185,-0.019845,
385,0.954962,0.948762,0.955333,0.959786,0.004824,0.011024,0.004453,
386,0.972701,0.982876,0.970406,0.979458,0.006757,-0.003418,0.009052,
387,0.982936,0.979221,0.964448,0.9699,-0.013036,-0.009321,0.005452,
388,0.981082,0.979216,0.976949,0.983153,0.002071,0.003937,0.006204,
389,0.962853,0.962126,0.956416,0.960513,-0.00234,-0.001613,0.004097,
390,0.976661,0.980801,0.95885,0.979622,0.002961,-0.001179,0.020772,
391,0.881237,0.884383,0.800182,0.868197,-0.01304,-0.016186,0.068015,
392,0.983339,0.980892,0.982072,0.982722,-0.000617,0.00183,0.00065,
393,0.972832,0.964325,0.970002,0.962597,-0.010235,-0.001728,-0.007405,
394,0.972893,0.965896,0.971358,0.979893,0.007,0.013997,0.008535,
395,0.969972,0.956826,0.978204,0.958793,-0.011179,0.001967,-0.019411,
396,0.977276,0.98173,0.943295,0.954965,-0.022311,-0.026765,0.01167,
397,0.965257,0.968535,0.943747,0.967318,0.002061,-0.001217,0.023571,
398,0.971414,0.967438,0.950051,0.981307,0.009893,0.013869,0.031256,
399,0.971869,0.977639,0.987729,0.970535,-0.001334,-0.007104,-0.017194,
400,0.966722,0.975207,0.978379,0.966692,-0.00003,-0.008515,-0.011687,
401,0.972548,0.968136,0.971474,0.965053,-0.007495,-0.003083,-0.006421,
402,0.964116,0.970913,0.960857,0.962547,-0.001569,-0.008366,0.00169,
403,0.959722,0.953082,0.963729,0.967592,0.00787,0.01451,0.003863,
404,0,0,0,0,0,0,0,
405,0.975043,0.979756,0.981857,0.964305,-0.010738,-0.015451,-0.017552,
406,0.972227,0.977436,0.934941,0.965819,-0.006408,-0.011617,0.030878,
407,0.977958,0.982011,0.941916,0.977127,-0.000831,-0.004884,0.035211,
408,0.961786,0.957309,0.919537,0.938179,-0.023607,-0.01913,0.018642,
409,0.974804,0.981801,0.953033,0.971292,-0.003512,-0.010509,0.018259,
410,0.974553,0.981012,0.961538,0.976242,0.001689,-0.00477,0.014704,
411,0.96359,0.948183,0.92829,0.964429,0.000839,0.016246,0.036139,
412,0.964386,0,0.940426,0.96376,-0.000626,0.96376,0.023334,
413,0.980718,0.98232,0.964545,0.963431,-0.017287,-0.018889,-0.001114,
414,0.965082,0.967182,0.95513,0.972878,0.007796,0.005696,0.017748,
415,0.9779,0.968264,0.946201,0.965147,-0.012753,-0.003117,0.018946,
416,0.966258,0.943108,0.94546,0.946929,-0.019329,0.003821,0.001469,
417,0.986382,0.984811,0.978237,0.983924,-0.002458,-0.000887,0.005687,
418,0.98534,0.975584,0.976194,0.978261,-0.007079,0.002677,0.002067,
419,0.974471,0.946933,0.950655,0.953795,-0.020676,0.006862,0.00314,
420,0.980741,0.985621,0.953527,0.976652,-0.004089,-0.008969,0.023125,
421,0.950845,0.95387,0.966692,0.955747,0.004902,0.001877,-0.010945,
422,0.950614,0.961068,0.872778,0.962522,0.011908,0.001454,0.089744,
423,0.94624,0.958754,0.961197,0.953458,0.007218,-0.005296,-0.007739,
424,0.977021,0.980243,0.973202,0.982865,0.005844,0.002622,0.009663,
425,0.959903,0.953081,0.97352,0.959107,-0.000796,0.006026,-0.014413,
426,0.962347,0.95683,0.937781,0.961431,-0.000916,0.004601,0.02365,
427,0.981557,0.982806,0.958165,0.977666,-0.003891,-0.00514,0.019501,
428,0.974928,0.974639,0.968924,0.961418,-0.01351,-0.013221,-0.007506,
429,0.969607,0.970506,0.959024,0.966892,-0.002715,-0.003614,0.007868,
430,0.979429,0.968013,0.974963,0.974652,-0.004777,0.006639,-0.000311,
431,0.986241,0.976303,0.971926,0.980367,-0.005874,0.004064,0.008441,
432,0.892256,0.908679,0.924596,0.887199,-0.005057,-0.02148,-0.037397,
433,0.973831,0.969755,0.970449,0.977785,0.003954,0.00803,0.007336,
434,0.960573,0.956882,0.958172,0.940196,-0.020377,-0.016686,-0.017976,
435,0.950551,0.938592,0.956577,0.949657,-0.000894,0.011065,-0.00692,
436,0.987353,0.977582,0.97663,0.976849,-0.010504,-0.000733,0.000219,
437,0.954612,0.931577,0.950218,0.960278,0.005666,0.028701,0.01006,
438,0.932388,0.945305,0.96109,0.939893,0.007505,-0.005412,-0.021197,
439,0.983848,0.977273,0.946873,0.974671,-0.009177,-0.002602,0.027798,
440,0.972936,0.971856,0.959044,0.972846,-0.00009,0.00099,0.013802,
441,0.983646,0.97155,0.972312,0.970443,-0.013203,-0.001107,-0.001869,
442,0.978685,0.974073,0.986173,0.977534,-0.001151,0.003461,-0.008639,
443,0.924584,0.969599,0.971684,0.963225,0.038641,-0.006374,-0.008459,
444,0.970963,0.980156,0.983134,0.963244,-0.007719,-0.016912,-0.01989,
445,0.944727,0.955388,0.955062,0.958256,0.013529,0.002868,0.003194,
446,0.939336,0.953002,0.934762,0.95617,0.016834,0.003168,0.021408,
447,0.963108,0.961816,0.974066,0.96187,-0.001238,0.000054,-0.012196,
448,0.970584,0.967717,0.930828,0.980866,0.010282,0.013149,0.050038,
449,0.981429,0.981201,0.965552,0.987817,0.006388,0.006616,0.022265,
450,0.979343,0.930017,0.966244,0.974093,-0.00525,0.044076,0.007849,
451,0.984531,0.982438,0.974496,0.981374,-0.003157,-0.001064,0.006878,
452,0.977899,0.982594,0.987762,0.986913,0.009014,0.004319,-0.000849,
453,0.966267,0.964077,0.957972,0.967252,0.000985,0.003175,0.00928,
454,0.977449,0.960832,0.967949,0.969484,-0.007965,0.008652,0.001535,
455,0.976107,0.972515,0.962292,0.970281,-0.005826,-0.002234,0.007989,
456,0.96886,0.97863,0.980173,0.985988,0.017128,0.007358,0.005815,
457,0.974371,0.969862,0.977182,0.970105,-0.004266,0.000243,-0.007077,
458,0.976373,0.948869,0.966118,0.97542,-0.000953,0.026551,0.009302,
459,0.966087,0.947395,0.941339,0.941503,-0.024584,-0.005892,0.000164,
460,0.982485,0.955856,0.950261,0.978059,-0.004426,0.022203,0.027798,
461,0.963365,0.961696,0.969342,0.959249,-0.004116,-0.002447,-0.010093,
462,0.984754,0.984464,0.97197,0.980628,-0.004126,-0.003836,0.008658,
463,0.955367,0.960474,0.954659,0.967184,0.011817,0.00671,0.012525,
464,0.981926,0.969806,0.967265,0.965413,-0.016513,-0.004393,-0.001852,
465,0.982036,0.981556,0.914052,0.9791,-0.002936,-0.002456,0.065048,
466,0.958278,0.931686,0.963281,0.951613,-0.006665,0.019927,-0.011668,
467,0.974854,0.982539,0.950094,0.974442,-0.000412,-0.008097,0.024348,
468,0.95615,0.932238,0.937795,0.931351,-0.024799,-0.000887,-0.006444,
469,0.978331,0.983086,0.960746,0.986342,0.008011,0.003256,0.025596,
470,0.962325,0.962578,0.959717,0.961387,-0.000938,-0.001191,0.00167,
471,0.970033,0.959481,0.970963,0.970084,0.000051,0.010603,-0.000879,
472,0.960009,0.931976,0.962451,0.959965,-0.000044,0.027989,-0.002486,
473,0.927485,0.932004,0.893229,0.931677,0.004192,-0.000327,0.038448,
474,0.981175,0.97545,0.959796,0.964904,-0.016271,-0.010546,0.005108,
475,0.985793,0.974788,0.977306,0.984745,-0.001048,0.009957,0.007439,
476,0.981587,0.950373,0.893008,0.961028,-0.020559,0.010655,0.06802,
477,0.974334,0.974676,0.950326,0.962658,-0.011676,-0.012018,0.012332,
478,0.972103,0.962987,0.924252,0.959031,-0.013072,-0.003956,0.034779,
479,0.979031,0.98391,0.962503,0.98545,0.006419,0.00154,0.022947,
480,1,1,1,1,0,0,0,
481,1,1,1,1,0,0,0,
482,1,1,1,1,0,0,0,
483,1,1,1,1,0,0,0,
484,1,1,1,1,0,0,0,
485,1,1,1,1,0,0,0,
486,1,1,1,1,0,0,0,
487,1,1,1,1,0,0,0,
488,1,1,1,1,0,0,0,
489,1,1,1,1,0,0,0,
490,1,1,1,1,0,0,0,
491,1,1,1,1,0,0,0,
492,1,1,1,1,0,0,0,
493,1,1,1,1,0,0,0,
494,1,1,1,1,0,0,0,
495,1,1,1,1,0,0,0,
496,1,1,1,1,0,0,0,
497,1,1,1,1,0,0,0,
498,1,1,1,1,0,0,0,
499,1,1,1,1,0,0,0,
500,1,1,1,1,0,0,0,
501,1,1,1,1,0,0,0,
502,1,1,1,1,0,0,0,
503,1,1,1,1,0,0,0,
504,1,1,1,1,0,0,0,
505,1,1,1,1,0,0,0,
506,1,1,1,1,0,0,0,
507,1,1,1,1,0,0,0,
508,1,1,1,1,0,0,0,
509,1,1,1,1,0,0,0,
510,1,1,1,1,0,0,0,
511,1,1,1,1,0,0,0,
512,1,1,1,1,0,0,0,
513,1,1,1,1,0,0,0,
514,1,1,1,1,0,0,0,
515,1,1,1,1,0,0,0,
516,1,1,1,1,0,0,0,
517,1,1,1,1,0,0,0,
518,1,1,1,1,0,0,0,
519,1,1,1,1,0,0,0,
520,1,1,1,1,0,0,0,
521,1,1,1,1,0,0,0,
522,1,1,1,1,0,0,0,
523,1,1,1,1,0,0,0,
524,1,1,1,1,0,0,0,
525,1,1,1,1,0,0,0,
526,1,1,1,1,0,0,0,
527,1,1,1,1,0,0,0,
528,1,1,1,1,0,0,0,
529,1,1,1,1,0,0,0,
530,1,1,1,1,0,0,0,
531,1,1,1,1,0,0,0,
532,1,1,1,1,0,0,0,
533,1,1,1,1,0,0,0,
534,1,1,1,1,0,0,0,
535,1,1,1,1,0,0,0,
536,1,1,1,1,0,0,0,
537,1,1,1,1,0,0,0,
538,1,1,1,1,0,0,0,
539,1,1,1,1,0,0,0,
540,1,1,1,1,0,0,0,
541,1,1,1,1,0,0,0,
542,1,1,1,1,0,0,0,
543,1,1,1,1,0,0,0,
544,1,1,1,1,0,0,0,
545,1,1,1,1,0,0,0,
546,1,1,1,1,0,0,0,
547,1,1,1,1,0,0,0,
548,1,1,1,1,0,0,0,
549,1,1,1,1,0,0,0,
550,1,1,1,1,0,0,0,
551,1,1,1,1,0,0,0,
552,1,1,1,1,0,0,0,
553,1,1,1,1,0,0,0,
554,1,1,1,1,0,0,0,
555,1,1,1,1,0,0,0,
556,1,1,1,1,0,0,0,
557,1,1,1,1,0,0,0,
558,1,1,1,1,0,0,0,
559,1,1,1,1,0,0,0,
560,1,1,1,1,0,0,0,
561,1,1,1,1,0,0,0,
562,1,1,1,1,0,0,0,
563,1,1,1,1,0,0,0,
564,1,1,1,1,0,0,0,
565,1,1,1,1,0,0,0,
566,1,1,1,1,0,0,0,
567,1,1,1,1,0,0,0,
568,1,1,1,1,0,0,0,
569,1,1,1,1,0,0,0,
570,1,1,1,1,0,0,0,
571,1,1,1,1,0,0,0,
572,1,1,1,1,0,0,0,
573,1,1,1,1,0,0,0,
574,1,1,1,1,0,0,0,
575,1,1,1,1,0,0,0,
576,1,1,1,1,0,0,0,
577,1,1,1,1,0,0,0,
578,1,1,1,1,0,0,0,
579,1,1,1,1,0,0,0,
580,1,1,1,1,0,0,0,
581,1,1,1,1,0,0,0,
582,1,1,1,1,0,0,0,
583,1,1,1,1,0,0,0,
584,1,1,1,1,0,0,0,
585,1,1,1,1,0,0,0,
586,1,1,1,1,0,0,0,
587,1,1,1,1,0,0,0,
588,1,1,1,1,0,0,0,
589,1,1,1,1,0,0,0,
590,1,1,1,1,0,0,0,
591,1,1,1,1,0,0,0,
592,1,1,1,1,0,0,0,
593,1,1,1,1,0,0,0,
594,1,1,1,1,0,0,0,
595,1,1,1,1,0,0,0,
596,1,1,1,1,0,0,0,
597,1,1,1,1,0,0,0,
598,1,1,1,1,0,0,0,
599,1,1,1,1,0,0,0,
600,1,1,1,1,0,0,0,
601,1,1,1,1,0,0,0,
602,1,1,1,1,0,0,0,
603,1,1,1,1,0,0,0,
604,1,1,1,1,0,0,0,
605,0,1,1,1,1,0,0,
606,1,1,1,1,0,0,0,
607,1,1,1,1,0,0,0,
608,1,1,1,1,0,0,0,
609,1,1,1,1,0,0,0,
610,1,1,1,1,0,0,0,
611,1,1,1,1,0,0,0,
612,1,1,1,1,0,0,0,
613,1,1,1,1,0,0,0,
614,1,1,1,1,0,0,0,
615,1,1,1,1,0,0,0,
616,1,1,1,1,0,0,0,
617,1,1,1,1,0,0,0,
618,1,1,1,1,0,0,0,
619,1,1,1,1,0,0,0,
620,1,1,1,1,0,0,0,
621,1,1,1,1,0,0,0,
622,1,1,1,1,0,0,0,
623,1,1,1,1,0,0,0,
624,1,1,1,1,0,0,0,
625,1,1,1,1,0,0,0,
626,1,1,1,1,0,0,0,
627,1,1,1,1,0,0,0,
628,1,1,1,1,0,0,0,
629,1,1,1,1,0,0,0,
630,1,1,1,1,0,0,0,
631,1,1,1,1,0,0,0,
632,1,1,1,1,0,0,0,
633,1,1,1,1,0,0,0,
634,1,1,1,1,0,0,0,
635,1,1,1,1,0,0,0,
636,1,1,1,1,0,0,0,
637,1,1,1,1,0,0,0,
638,1,1,1,1,0,0,0,
639,1,1,1,1,0,0,0,
640,1,1,1,1,0,0,0,
641,1,1,1,1,0,0,0,
642,1,1,1,1,0,0,0,
643,1,1,1,1,0,0,0,
644,1,1,1,1,0,0,0,
645,1,1,1,1,0,0,0,
646,1,1,1,1,0,0,0,
647,1,1,1,1,0,0,0,
648,1,1,1,1,0,0,0,
649,1,1,1,1,0,0,0,
650,1,1,1,1,0,0,0,
651,1,1,1,1,0,0,0,
652,1,1,1,1,0,0,0,
653,1,1,1,1,0,0,0,
654,1,1,1,1,0,0,0,
655,1,1,1,1,0,0,0,
656,1,1,1,1,0,0,0,
657,1,1,1,1,0,0,0,
658,1,1,1,1,0,0,0,
659,1,1,1,1,0,0,0,
660,1,1,1,1,0,0,0,
661,1,1,1,1,0,0,0,
662,1,1,1,1,0,0,0,
663,1,1,1,1,0,0,0,
664,1,1,1,1,0,0,0,
665,1,1,1,1,0,0,0,
666,1,1,1,1,0,0,0,
667,1,1,1,1,0,0,0,
668,1,1,1,1,0,0,0,
669,1,1,1,1,0,0,0,
670,1,1,1,1,0,0,0,
671,1,1,1,1,0,0,0,
672,1,1,1,1,0,0,0,
673,1,1,1,1,0,0,0,
674,1,1,1,1,0,0,0,
675,1,1,1,1,0,0,0,
676,1,1,1,1,0,0,0,
677,1,1,1,1,0,0,0,
678,1,1,1,1,0,0,0,
679,1,1,1,1,0,0,0,
680,1,0,1,1,0,1,0,
681,1,1,1,1,0,0,0,
682,1,1,1,1,0,0,0,
683,1,1,1,1,0,0,0,
684,1,1,1,1,0,0,0,
685,1,1,1,1,0,0,0,
686,1,1,1,1,0,0,0,
687,1,1,1,1,0,0,0,
688,1,1,1,1,0,0,0,
689,1,1,1,1,0,0,0,
690,1,1,1,1,0,0,0,
691,1,1,1,1,0,0,0,
692,1,1,1,1,0,0,0,
693,1,1,1,1,0,0,0,
694,1,1,1,1,0,0,0,
695,1,1,1,1,0,0,0,
696,1,1,1,1,0,0,0,
697,1,1,1,1,0,0,0,
698,1,1,1,1,0,0,0,
699,1,1,1,1,0,0,0,
700,1,1,1,1,0,0,0,
701,1,1,1,1,0,0,0,
702,1,1,1,1,0,0,0,
703,1,1,1,1,0,0,0,
704,1,1,1,1,0,0,0,
705,1,1,1,1,0,0,0,
706,1,1,1,1,0,0,0,
707,1,1,1,1,0,0,0,
708,1,1,1,1,0,0,0,
709,1,1,1,1,0,0,0,
710,1,1,1,1,0,0,0,
711,1,1,1,1,0,0,0,
712,1,1,1,1,0,0,0,
713,1,1,1,1,0,0,0,
714,1,1,1,1,0,0,0,
715,1,1,1,1,0,0,0,
716,1,1,1,1,0,0,0,
717,1,1,1,1,0,0,0,
718,1,1,1,1,0,0,0,
719,1,1,1,1,0,0,0,
720,1,1,1,1,0,0,0,
721,1,1,1,1,0,0,0,
722,1,1,1,1,0,0,0,
723,1,1,1,1,0,0,0,
724,1,1,1,1,0,0,0,
725,1,1,1,1,0,0,0,
726,1,1,1,1,0,0,0,
727,1,1,1,1,0,0,0,
728,1,1,1,1,0,0,0,
729,1,1,1,1,0,0,0,
730,1,1,1,1,0,0,0,
731,1,1,1,1,0,0,0,
732,1,1,1,1,0,0,0,
733,1,1,1,1,0,0,0,
734,1,1,1,1,0,0,0,
735,1,1,1,1,0,0,0,
736,1,1,1,1,0,0,0,
737,1,1,1,1,0,0,0,
738,1,1,1,1,0,0,0,
739,1,1,1,1,0,0,0,
740,1,1,1,1,0,0,0,
741,1,1,1,1,0,0,0,
742,1,1,1,1,0,0,0,
743,1,1,1,1,0,0,0,
744,1,1,1,1,0,0,0,
745,1,1,1,1,0,0,0,
746,1,1,1,1,0,0,0,
747,1,1,1,1,0,0,0,
748,1,1,1,1,0,0,0,
749,1,1,1,1,0,0,0,
750,1,1,1,1,0,0,0,
751,1,1,1,1,0,0,0,
752,1,1,1,1,0,0,0,
753,1,1,1,1,0,0,0,
754,1,1,1,1,0,0,0,
755,1,1,1,1,0,0,0,
756,1,1,1,1,0,0,0,
757,1,1,1,1,0,0,0,
758,1,1,1,1,0,0,0,
759,1,1,1,1,0,0,0,
760,1,1,1,1,0,0,0,
761,1,1,1,1,0,0,0,
762,1,1,1,1,0,0,0,
763,1,1,1,1,0,0,0,
764,1,1,1,1,0,0,0,
765,1,1,1,1,0,0,0,
766,1,1,1,1,0,0,0,
767,1,1,1,1,0,0,0,
768,1,1,1,1,0,0,0,
769,1,1,1,1,0,0,0,
770,0,1,1,1,1,0,0,
771,1,1,1,1,0,0,0,
772,1,1,1,1,0,0,0,
773,1,1,1,1,0,0,0,
774,1,1,1,1,0,0,0,
775,1,1,1,1,0,0,0,
776,1,1,1,1,0,0,0,
777,1,1,1,1,0,0,0,
778,1,1,1,1,0,0,0,
779,1,1,1,1,0,0,0,
780,1,1,1,1,0,0,0,
781,1,1,1,1,0,0,0,
782,1,1,1,1,0,0,0,
783,1,1,1,1,0,0,0,
784,1,1,1,1,0,0,0,
785,1,1,1,1,0,0,0,
786,1,1,1,1,0,0,0,
787,1,1,1,1,0,0,0,
788,1,1,1,1,0,0,0,
789,1,1,1,1,0,0,0,
790,1,1,1,1,0,0,0,
791,1,1,1,1,0,0,0,
792,1,1,1,1,0,0,0,
793,0,1,1,1,1,0,0,
794,1,1,1,1,0,0,0,
795,1,1,1,1,0,0,0,
796,1,1,1,1,0,0,0,
797,1,1,1,1,0,0,0,
798,1,1,1,1,0,0,0,
799,1,1,1,1,0,0,0,
800,1,1,1,1,0,0,0,
801,1,1,1,1,0,0,0,
802,1,1,1,1,0,0,0,
803,1,1,1,1,0,0,0,
804,1,1,1,1,0,0,0,
805,1,1,1,1,0,0,0,
806,1,1,1,1,0,0,0,
807,1,1,1,1,0,0,0,
808,1,1,1,1,0,0,0,
809,1,1,1,1,0,0,0,
810,1,1,1,1,0,0,0,
811,1,1,1,1,0,0,0,
812,1,1,1,1,0,0,0,
813,1,1,1,1,0,0,0,
814,1,1,1,1,0,0,0,
815,1,1,1,1,0,0,0,
816,1,1,1,1,0,0,0,
817,1,1,1,1,0,0,0,
818,1,1,1,1,0,0,0,
819,1,1,1,1,0,0,0,
820,1,1,1,1,0,0,0,
821,1,1,1,1,0,0,0,
822,1,1,1,1,0,0,0,
823,1,1,1,1,0,0,0,
824,0,1,1,1,1,0,0,
825,1,1,1,1,0,0,0,
826,1,1,1,1,0,0,0,
827,1,1,1,1,0,0,0,
828,1,1,1,1,0,0,0,
829,1,1,1,1,0,0,0,
830,1,1,1,1,0,0,0,
831,1,1,1,1,0,0,0,
832,1,1,1,1,0,0,0,
833,1,1,1,1,0,0,0,
834,1,1,1,1,0,0,0,
835,1,1,1,1,0,0,0,
836,1,1,1,1,0,0,0,
837,1,1,1,1,0,0,0,
838,1,1,1,1,0,0,0,
839,1,1,1,1,0,0,0,
840,1,1,1,1,0,0,0,
841,1,1,1,1,0,0,0,
842,1,1,1,1,0,0,0,
843,1,1,1,1,0,0,0,
844,1,1,1,1,0,0,0,
845,1,1,1,1,0,0,0,
846,1,1,1,1,0,0,0,
847,1,1,1,1,0,0,0,
848,1,1,1,1,0,0,0,
849,1,1,1,1,0,0,0,
850,1,1,1,1,0,0,0,
851,1,1,1,1,0,0,0,
852,1,1,1,1,0,0,0,
853,1,1,1,1,0,0,0,
854,1,1,1,1,0,0,0,
855,1,1,1,1,0,0,0,
856,1,1,1,1,0,0,0,
857,1,1,1,1,0,0,0,
858,1,1,1,1,0,0,0,
859,1,1,1,1,0,0,0,
860,1,1,1,1,0,0,0,
861,1,1,1,1,0,0,0,
862,1,1,1,1,0,0,0,
863,1,1,1,1,0,0,0,
864,1,1,1,1,0,0,0,
865,1,1,1,1,0,0,0,
866,1,1,1,1,0,0,0,
867,1,1,1,1,0,0,0,
868,1,1,1,1,0,0,0,
869,1,1,1,1,0,0,0,
870,1,1,1,1,0,0,0,
871,1,1,1,1,0,0,0,
872,1,1,1,1,0,0,0,
873,1,1,1,1,0,0,0,
874,1,1,1,1,0,0,0,
875,1,1,1,1,0,0,0,
876,1,1,1,1,0,0,0,
877,1,1,1,1,0,0,0,
878,1,1,1,1,0,0,0,
879,1,1,1,1,0,0,0,
880,1,1,1,1,0,0,0,
881,1,1,1,1,0,0,0,
882,1,1,1,1,0,0,0,
883,1,1,1,1,0,0,0,
884,1,1,1,1,0,0,0,
885,1,1,1,1,0,0,0,
886,1,1,1,1,0,0,0,
887,1,1,1,1,0,0,0,
888,1,1,1,1,0,0,0,
889,1,1,1,1,0,0,0,
890,1,1,1,1,0,0,0,
891,1,1,1,1,0,0,0,
892,1,1,1,1,0,0,0,
893,1,1,1,1,0,0,0,
894,1,1,1,1,0,0,0,
895,1,1,1,1,0,0,0,
896,1,1,1,1,0,0,0,
897,1,1,1,1,0,0,0,
898,1,1,1,1,0,0,0,
899,1,1,1,1,0,0,0,
900,1,1,1,1,0,0,0,
901,1,1,1,1,0,0,0,
902,1,1,1,1,0,0,0,
903,1,1,1,1,0,0,0,
904,1,1,1,1,0,0,0,
905,1,1,1,1,0,0,0,
906,1,1,1,1,0,0,0,
907,1,1,1,1,0,0,0,
908,1,1,1,1,0,0,0,
909,1,1,1,1,0,0,0,
910,1,1,1,1,0,0,0,
911,1,1,1,1,0,0,0,
912,1,1,1,1,0,0,0,
913,1,1,1,1,0,0,0,
914,1,1,1,1,0,0,0,
915,1,1,1,1,0,0,0,
916,1,1,1,1,0,0,0,
917,1,1,1,1,0,0,0,
918,1,1,1,1,0,0,0,
919,1,1,1,1,0,0,0,
920,1,1,1,1,0,0,0,
921,1,1,1,1,0,0,0,
922,1,1,1,1,0,0,0,
923,1,1,1,1,0,0,0,
924,1,1,1,1,0,0,0,
925,1,1,1,1,0,0,0,
926,1,1,1,1,0,0,0,
927,1,1,1,1,0,0,0,
928,1,1,1,1,0,0,0,
929,1,1,1,1,0,0,0,
930,1,1,1,1,0,0,0,
931,1,1,1,1,0,0,0,
932,1,1,1,1,0,0,0,
933,1,1,1,1,0,0,0,
934,1,1,1,1,0,0,0,
935,1,1,1,1,0,0,0,
936,1,1,1,1,0,0,0,
937,1,1,1,1,0,0,0,
938,1,1,1,1,0,0,0,
939,1,1,1,1,0,0,0,
940,1,1,1,1,0,0,0,
941,1,1,1,1,0,0,0,
942,1,1,1,1,0,0,0,
943,1,1,1,1,0,0,0,
944,1,1,1,1,0,0,0,
945,1,1,1,1,0,0,0,
946,1,1,1,1,0,0,0,
947,1,1,1,1,0,0,0,
948,1,1,1,1,0,0,0,
949,1,1,1,1,0,0,0,
950,1,1,1,1,0,0,0,
951,1,1,1,1,0,0,0,
952,1,1,1,1,0,0,0,
953,1,1,1,0,-1,-1,-1,
954,1,1,1,1,0,0,0,
955,1,1,1,1,0,0,0,
956,1,1,1,1,0,0,0,
957,1,1,1,1,0,0,0,
958,1,1,1,1,0,0,0,
959,1,1,1,1,0,0,0,
