image_id,proposed_iou,proposed_dice,proposed_bf_score,xceptionnet_iou,xceptionnet_dice,xceptionnet_bf_score,diff_iou,diff_dice,diff_bf_score
319,0.945853,0.972173,1,0.958904,0.979021,1,-0.013051,-0.006848,0
320,0.94603,0.972266,0.986754,0.929437,0.963428,0.935258,0.016593,0.008838,0.051496
321,0.962729,0.98101,1,0.872933,0.932156,0.599518,0.089796,0.048854,0.400482
322,0.838816,0.912343,0.495526,0.910218,0.952999,0.80414,-0.071402,-0.040656,-0.308614
323,0.914661,0.955429,0.803192,0.885363,0.939196,0.781802,0.029298,0.016233,0.02139
324,0.936232,0.967066,1,0.925926,0.961538,0.971785,0.010306,0.005528,0.028215
325,0.942807,0.970562,0.995204,0.759847,0.863538,0.308198,0.18296,0.107024,0.687006
326,0.944444,0.971429,0.960542,0.948911,0.973786,0.97497,-0.004467,-0.002357,-0.014428
327,0.961602,0.980425,1,0.963225,0.981268,1,-0.001623,-0.000843,0
328,0.949341,0.974012,1,0.92472,0.960888,0.810111,0.024621,0.013124,0.189889
329,0.948109,0.973364,1,0.913485,0.954787,0.854636,0.034624,0.018577,0.145364
330,0.967095,0.983272,1,0.919027,0.957805,0.84438,0.048068,0.025467,0.15562
331,0.909636,0.95268,0.874675,0.902697,0.94886,0.854869,0.006939,0.00382,0.019806
332,0.919551,0.958089,0.937357,0.930175,0.963824,0.966662,-0.010624,-0.005735,-0.029305
333,0.953801,0.976354,1,0.920234,0.95846,0.927051,0.033567,0.017894,0.072949
334,0.9,0.947368,0.842156,0.96031,0.979753,1,-0.06031,-0.032385,-0.157844
335,0.937362,0.967669,0.955299,0.940415,0.969292,0.950896,-0.003053,-0.001623,0.004403
336,0.958292,0.978702,1,0.916667,0.956522,0.832891,0.041625,0.02218,0.167109
337,0.933767,0.965749,0.973752,0.943408,0.97088,0.984169,-0.009641,-0.005131,-0.010417
338,0.938099,0.968061,0.980806,0.928535,0.962943,0.844223,0.009564,0.005118,0.136583
339,0.969043,0.984278,1,0.93025,0.963865,1,0.038793,0.020413,0
340,0.953055,0.975963,1,0.955969,0.977489,1,-0.002914,-0.001526,0
341,0.941421,0.969827,0.939932,0.858352,0.923778,0.578279,0.083069,0.046049,0.361653
342,0.936454,0.967184,0.858699,0.804813,0.891852,0.333229,0.131641,0.075332,0.52547
343,0.963763,0.981547,1,0.961001,0.980113,1,0.002762,0.001434,0
344,0.970621,0.985091,1,0.948041,0.973328,1,0.02258,0.011763,0
345,0.918811,0.957688,0.951757,0.855453,0.922096,0.685536,0.063358,0.035592,0.266221
346,0.969374,0.984449,1,0.936955,0.967452,0.930966,0.032419,0.016997,0.069034
347,0.919903,0.958281,0.837261,0.940118,0.969135,0.853744,-0.020215,-0.010854,-0.016483
348,0.943834,0.971106,0.963088,0.873916,0.932716,0.845332,0.069918,0.03839,0.117756
349,0.913412,0.954747,0.9458,0.846978,0.91715,0.523299,0.066434,0.037597,0.422501
350,0.95004,0.97438,0.985222,0.921554,0.959176,0.878998,0.028486,0.015204,0.106224
351,0.969799,0.984668,1,0.897609,0.946042,0.763678,0.07219,0.038626,0.236322
352,0.961523,0.980384,1,0.930144,0.963808,1,0.031379,0.016576,0
353,0.938808,0.968438,0.946288,0.9488,0.973727,0.964204,-0.009992,-0.005289,-0.017916
354,0.975616,0.987657,1,0.955368,0.977175,0.958427,0.020248,0.010482,0.041573
355,0.921951,0.959391,0.869903,0.913464,0.954775,0.921934,0.008487,0.004616,-0.052031
356,0.955508,0.977248,0.939522,0.938822,0.968446,0.974193,0.016686,0.008802,-0.034671
357,0.945823,0.972157,1,0.945168,0.971811,1,0.000655,0.000346,0
358,0.934816,0.96631,0.989442,0.911667,0.953793,0.968407,0.023149,0.012517,0.021035
359,0.912216,0.954093,0.809756,0.87982,0.936069,0.735334,0.032396,0.018024,0.074422
360,0.956067,0.97754,1,0.946095,0.972301,1,0.009972,0.005239,0
361,0.942671,0.97049,1,0.92229,0.959574,0.935752,0.020381,0.010916,0.064248
362,0.961806,0.980531,1,0.934612,0.966201,0.943336,0.027194,0.01433,0.056664
363,0.843459,0.915083,0.60795,0.796636,0.886809,0.534437,0.046823,0.028274,0.073513
364,0.961262,0.980249,1,0.937772,0.967887,0.966741,0.02349,0.012362,0.033259
365,0.960805,0.980011,1,0.934943,0.966378,1,0.025862,0.013633,0
366,0.965067,0.982223,0.980653,0.94307,0.970701,1,0.021997,0.011522,-0.019347
367,0.961604,0.980426,1,0.910402,0.9531,0.977825,0.051202,0.027326,0.022175
368,0.965271,0.982329,1,0.929306,0.963358,0.994776,0.035965,0.018971,0.005224
369,0.963779,0.981555,1,0.918858,0.957713,0.929992,0.044921,0.023842,0.070008
370,0.931188,0.964368,0.880638,0.917378,0.956909,0.922196,0.01381,0.007459,-0.041558
371,0.972587,0.986103,1,0.936881,0.967412,0.924623,0.035706,0.018691,0.075377
372,0.946716,0.972629,1,0.905508,0.950411,0.731612,0.041208,0.022218,0.268388
373,0.938968,0.968524,0.900374,0.914731,0.955467,0.802466,0.024237,0.013057,0.097908
374,0.838902,0.912395,0.602705,0.945566,0.972021,0.984359,-0.106664,-0.059626,-0.381654
375,0.973567,0.986607,1,0.876399,0.934129,0.706231,0.097168,0.052478,0.293769
376,0.959145,0.979147,1,0.939077,0.968581,0.913282,0.020068,0.010566,0.086718
377,0.828947,0.906475,0.682855,0.880105,0.93623,0.817864,-0.051158,-0.029755,-0.135009
378,0.929255,0.96333,0.900521,0.888195,0.940787,0.747492,0.04106,0.022543,0.153029
379,0.905889,0.950621,0.802108,0.887452,0.94037,0.747397,0.018437,0.010251,0.054711
380,0.966737,0.983087,1,0.975286,0.987488,1,-0.008549,-0.004401,0
381,0.978099,0.988928,1,0.948024,0.973319,0.981535,0.030075,0.015609,0.018465
382,0.45094,0.621583,0.16745,0.756368,0.861287,0.201122,-0.305428,-0.239704,-0.033672
383,0.949283,0.973982,1,0.937535,0.96776,0.870647,0.011748,0.006222,0.129353
384,0.933931,0.965837,0.906157,0.967927,0.983702,1,-0.033996,-0.017865,-0.093843
385,0.925678,0.961405,0.988636,0.929989,0.963725,1,-0.004311,-0.00232,-0.011364
386,0.960359,0.979779,0.997555,0.962855,0.981076,1,-0.002496,-0.001297,-0.002445
387,0.952183,0.975506,1,0.94476,0.971595,1,0.007423,0.003911,0
388,0.967594,0.98353,1,0.946423,0.972474,1,0.021171,0.011056,0
389,0.936599,0.967262,0.973503,0.917214,0.95682,0.880504,0.019385,0.010442,0.092999
390,0.953637,0.976268,1,0.918754,0.957657,0.830769,0.034883,0.018611,0.169231
391,0.773617,0.872361,0.519651,0.778236,0.87529,0.438108,-0.004619,-0.002929,0.081543
392,0.961385,0.980312,1,0.968449,0.983972,1,-0.007064,-0.00366,0
393,0.925741,0.961438,0.926829,0.935169,0.966499,0.90757,-0.009428,-0.005061,0.019259
394,0.957083,0.978071,1,0.956291,0.977657,1,0.000792,0.000414,0
395,0.927955,0.962631,0.950969,0.928101,0.96271,0.980186,-0.000146,-0.000079,-0.029217
396,0.930688,0.9641,1,0.926151,0.96166,0.932023,0.004537,0.00244,0.067977
397,0.946221,0.972367,1,0.929764,0.963604,0.984884,0.016457,0.008763,0.015116
398,0.958539,0.978831,1,0.919941,0.958301,0.843142,0.038598,0.02053,0.156858
399,0.957619,0.978351,0.985714,0.974479,0.987075,1,-0.01686,-0.008724,-0.014286
400,0.947322,0.972948,1,0.950525,0.974635,1,-0.003203,-0.001687,0
401,0.929365,0.963389,0.904923,0.919146,0.95787,0.906194,0.010219,0.005519,-0.001271
402,0.923094,0.960009,0.810648,0.95249,0.975667,1,-0.029396,-0.015658,-0.189352
403,0.938242,0.968137,0.846626,0.936301,0.967103,0.979286,0.001941,0.001034,-0.13266
404,0,0,0,0.535165,0.697208,0.09275,-0.535165,-0.697208,-0.09275
405,0.957041,0.978049,1,0.960239,0.979716,1,-0.003198,-0.001667,0
406,0.939911,0.969025,0.983378,0.901081,0.947967,0.972592,0.03883,0.021058,0.010786
407,0.9626,0.980944,1,0.874243,0.932902,0.640794,0.088357,0.048042,0.359206
408,0.871841,0.931533,0.709464,0.861394,0.925537,0.622162,0.010447,0.005996,0.087302
409,0.941992,0.97013,0.984226,0.948441,0.973538,0.995444,-0.006449,-0.003408,-0.011218
410,0.95145,0.975121,1,0.91018,0.952978,0.973261,0.04127,0.022143,0.026739
411,0.911904,0.953922,0.743788,0.860942,0.925275,0.61851,0.050962,0.028647,0.125278
412,0.929194,0.963298,0.947536,0.909582,0.95265,0.939891,0.019612,0.010648,0.007645
413,0.944947,0.971694,0.990338,0.898923,0.946771,0.837706,0.046024,0.024923,0.152632
414,0.939063,0.968574,1,0.892479,0.943185,0.901937,0.046584,0.025389,0.098063
415,0.947911,0.973259,0.985838,0.88231,0.937476,0.757685,0.065601,0.035783,0.228153
416,0.896927,0.945663,0.768174,0.933789,0.965761,0.898528,-0.036862,-0.020098,-0.130354
417,0.966164,0.982791,0.997389,0.926747,0.961981,0.963248,0.039417,0.02081,0.034141
418,0.963731,0.98153,1,0.958723,0.978926,1,0.005008,0.002604,0
419,0.903657,0.949391,0.848233,0.906174,0.950778,0.893808,-0.002517,-0.001387,-0.045575
420,0.959651,0.97941,1,0.920859,0.958799,0.973324,0.038792,0.020611,0.026676
421,0.92887,0.963124,1,0.928571,0.962963,1,0.000299,0.000161,0
422,0.928487,0.962917,0.89694,0.800359,0.88911,0.410752,0.128128,0.073807,0.486188
423,0.919718,0.95818,0.962537,0.938964,0.968522,1,-0.019246,-0.010342,-0.037463
424,0.969666,0.984599,1,0.95498,0.976971,1,0.014686,0.007628,0
425,0.923615,0.960291,0.888302,0.935475,0.966662,0.945112,-0.01186,-0.006371,-0.05681
426,0.918319,0.957421,0.994909,0.871152,0.93114,0.778683,0.047167,0.026281,0.216226
427,0.955013,0.976989,1,0.945304,0.971883,1,0.009709,0.005106,0
428,0.937899,0.967954,1,0.92678,0.961999,1,0.011119,0.005955,0
429,0.933978,0.965862,0.961038,0.922651,0.959769,0.901939,0.011327,0.006093,0.059099
430,0.953697,0.9763,1,0.928858,0.963117,0.9375,0.024839,0.013183,0.0625
431,0.97073,0.985148,1,0.96323,0.98127,1,0.0075,0.003878,0
432,0.804866,0.891884,0.38268,0.845513,0.916291,0.560707,-0.040647,-0.024407,-0.178027
433,0.958307,0.97871,0.973473,0.947085,0.972823,1,0.011222,0.005887,-0.026527
434,0.878726,0.935449,0.765081,0.953212,0.976046,1,-0.074486,-0.040597,-0.234919
435,0.898108,0.946319,0.829032,0.931026,0.964281,0.981349,-0.032918,-0.017962,-0.152317
436,0.960746,0.97998,1,0.964927,0.982151,1,-0.004181,-0.002171,0
437,0.908761,0.9522,0.858633,0.8971,0.945759,0.78636,0.011661,0.006441,0.072273
438,0.860924,0.925265,0.722968,0.898317,0.946435,0.791938,-0.037393,-0.02117,-0.06897
439,0.962382,0.98083,1,0.890926,0.942317,0.730721,0.071456,0.038513,0.269279
440,0.950201,0.974465,1,0.940022,0.969084,1,0.010179,0.005381,0
441,0.954974,0.976968,1,0.933177,0.965434,0.918072,0.021797,0.011534,0.081928
442,0.960533,0.979869,1,0.952264,0.975549,0.986122,0.008269,0.00432,0.013878
443,0.905878,0.950615,0.827327,0.944444,0.971429,1,-0.038566,-0.020814,-0.172673
444,0.937332,0.967653,0.934003,0.931161,0.964353,0.972782,0.006171,0.0033,-0.038779
445,0.914527,0.955356,1,0.916263,0.956302,0.896923,-0.001736,-0.000946,0.103077
446,0.921141,0.958952,0.859379,0.872289,0.931789,0.549813,0.048852,0.027163,0.309566
447,0.935237,0.966535,0.966824,0.949251,0.973965,1,-0.014014,-0.00743,-0.033176
448,0.959086,0.979116,1,0.923431,0.960191,0.89356,0.035655,0.018925,0.10644
449,0.976959,0.988345,1,0.93474,0.96627,1,0.042219,0.022075,0
450,0.95582,0.977411,1,0.927831,0.962565,0.980638,0.027989,0.014846,0.019362
451,0.974981,0.987332,1,0.967934,0.983706,1,0.007047,0.003626,0
452,0.973698,0.986674,1,0.959539,0.979352,1,0.014159,0.007322,0
453,0.918252,0.957384,0.940437,0.872855,0.932112,0.732752,0.045397,0.025272,0.207685
454,0.952876,0.975869,1,0.956231,0.977626,1,-0.003355,-0.001757,0
455,0.948511,0.973575,1,0.924731,0.960894,1,0.02378,0.012681,0
456,0.969965,0.984753,1,0.926382,0.961784,0.914761,0.043583,0.022969,0.085239
457,0.952126,0.975476,0.950318,0.937937,0.967975,0.959183,0.014189,0.007501,-0.008865
458,0.961527,0.980386,1,0.897808,0.946153,0.819927,0.063719,0.034233,0.180073
459,0.913801,0.954959,0.883239,0.869979,0.930469,0.592496,0.043822,0.02449,0.290743
460,0.954436,0.976687,1,0.96248,0.980881,1,-0.008044,-0.004194,0
461,0.926244,0.96171,0.850445,0.937139,0.96755,1,-0.010895,-0.00584,-0.149555
462,0.963744,0.981537,1,0.946494,0.972512,1,0.01725,0.009025,0
463,0.938569,0.968311,1,0.884338,0.938619,0.718367,0.054231,0.029692,0.281633
464,0.942774,0.970544,1,0.935239,0.966536,0.974617,0.007535,0.004008,0.025383
465,0.966733,0.983085,1,0.857036,0.923015,0.628607,0.109697,0.06007,0.371393
466,0.907459,0.951485,0.77665,0.894621,0.94438,0.775485,0.012838,0.007105,0.001165
467,0.952162,0.975495,1,0.925243,0.96117,0.967204,0.026919,0.014325,0.032796
468,0.882391,0.937521,0.741421,0.891583,0.942685,0.840539,-0.009192,-0.005164,-0.099118
469,0.962014,0.980639,1,0.919504,0.958064,0.878506,0.04251,0.022575,0.121494
470,0.93774,0.96787,0.875336,0.914864,0.955539,0.793963,0.022876,0.012331,0.081373
471,0.935006,0.966411,0.965035,0.928677,0.96302,0.924253,0.006329,0.003391,0.040782
472,0.913793,0.954955,0.810345,0.908539,0.952078,0.777538,0.005254,0.002877,0.032807
473,0.871529,0.931355,0.863147,0.805844,0.892485,0.392249,0.065685,0.03887,0.470898
474,0.937757,0.967879,1,0.903184,0.949129,0.889784,0.034573,0.01875,0.110216
475,0.96858,0.984039,1,0.962003,0.980633,1,0.006577,0.003406,0
476,0.934365,0.966069,0.932999,0.876553,0.934216,0.865905,0.057812,0.031853,0.067094
477,0.920946,0.958846,0.787087,0.878332,0.935225,0.655845,0.042614,0.023621,0.131242
478,0.925577,0.961351,0.947017,0.851796,0.919967,0.488764,0.073781,0.041384,0.458253
479,0.97058,0.98507,1,0.914831,0.955521,0.958134,0.055749,0.029549,0.041866
480,1,1,1,1,1,1,0,0,0
481,1,1,1,1,1,1,0,0,0
482,1,1,1,1,1,1,0,0,0
483,1,1,1,1,1,1,0,0,0
484,1,1,1,1,1,1,0,0,0
485,1,1,1,1,1,1,0,0,0
486,1,1,1,1,1,1,0,0,0
487,1,1,1,1,1,1,0,0,0
488,1,1,1,1,1,1,0,0,0
489,1,1,1,1,1,1,0,0,0
490,1,1,1,1,1,1,0,0,0
491,1,1,1,1,1,1,0,0,0
492,1,1,1,1,1,1,0,0,0
493,1,1,1,1,1,1,0,0,0
494,1,1,1,1,1,1,0,0,0
495,1,1,1,1,1,1,0,0,0
496,1,1,1,1,1,1,0,0,0
497,1,1,1,1,1,1,0,0,0
498,1,1,1,1,1,1,0,0,0
499,1,1,1,1,1,1,0,0,0
500,1,1,1,1,1,1,0,0,0
501,1,1,1,1,1,1,0,0,0
502,1,1,1,1,1,1,0,0,0
503,1,1,1,1,1,1,0,0,0
504,1,1,1,1,1,1,0,0,0
505,1,1,1,1,1,1,0,0,0
506,1,1,1,1,1,1,0,0,0
507,1,1,1,1,1,1,0,0,0
508,1,1,1,1,1,1,0,0,0
509,1,1,1,1,1,1,0,0,0
510,1,1,1,1,1,1,0,0,0
511,1,1,1,1,1,1,0,0,0
512,1,1,1,1,1,1,0,0,0
513,1,1,1,1,1,1,0,0,0
514,1,1,1,1,1,1,0,0,0
515,1,1,1,1,1,1,0,0,0
516,1,1,1,1,1,1,0,0,0
517,1,1,1,1,1,1,0,0,0
518,1,1,1,1,1,1,0,0,0
519,1,1,1,1,1,1,0,0,0
520,1,1,1,1,1,1,0,0,0
521,1,1,1,1,1,1,0,0,0
522,1,1,1,1,1,1,0,0,0
523,1,1,1,1,1,1,0,0,0
524,1,1,1,1,1,1,0,0,0
525,1,1,1,1,1,1,0,0,0
526,1,1,1,1,1,1,0,0,0
527,1,1,1,1,1,1,0,0,0
528,1,1,1,1,1,1,0,0,0
529,1,1,1,1,1,1,0,0,0
530,1,1,1,1,1,1,0,0,0
531,1,1,1,1,1,1,0,0,0
532,1,1,1,1,1,1,0,0,0
533,1,1,1,1,1,1,0,0,0
534,1,1,1,1,1,1,0,0,0
535,1,1,1,1,1,1,0,0,0
536,1,1,1,1,1,1,0,0,0
537,1,1,1,1,1,1,0,0,0
538,1,1,1,1,1,1,0,0,0
539,1,1,1,1,1,1,0,0,0
540,1,1,1,1,1,1,0,0,0
541,1,1,1,1,1,1,0,0,0
542,1,1,1,1,1,1,0,0,0
543,1,1,1,1,1,1,0,0,0
544,1,1,1,1,1,1,0,0,0
545,1,1,1,1,1,1,0,0,0
546,1,1,1,1,1,1,0,0,0
547,1,1,1,1,1,1,0,0,0
548,1,1,1,1,1,1,0,0,0
549,1,1,1,1,1,1,0,0,0
550,1,1,1,1,1,1,0,0,0
551,1,1,1,1,1,1,0,0,0
552,1,1,1,1,1,1,0,0,0
553,1,1,1,1,1,1,0,0,0
554,1,1,1,1,1,1,0,0,0
555,1,1,1,1,1,1,0,0,0
556,1,1,1,1,1,1,0,0,0
557,1,1,1,1,1,1,0,0,0
558,1,1,1,1,1,1,0,0,0
559,1,1,1,1,1,1,0,0,0
560,1,1,1,1,1,1,0,0,0
561,1,1,1,1,1,1,0,0,0
562,1,1,1,1,1,1,0,0,0
563,1,1,1,1,1,1,0,0,0
564,1,1,1,1,1,1,0,0,0
565,1,1,1,1,1,1,0,0,0
566,1,1,1,1,1,1,0,0,0
567,1,1,1,1,1,1,0,0,0
568,1,1,1,1,1,1,0,0,0
569,1,1,1,1,1,1,0,0,0
570,1,1,1,1,1,1,0,0,0
571,1,1,1,1,1,1,0,0,0
572,1,1,1,1,1,1,0,0,0
573,1,1,1,1,1,1,0,0,0
574,1,1,1,1,1,1,0,0,0
575,1,1,1,1,1,1,0,0,0
576,1,1,1,1,1,1,0,0,0
577,1,1,1,1,1,1,0,0,0
578,1,1,1,1,1,1,0,0,0
579,1,1,1,1,1,1,0,0,0
580,1,1,1,1,1,1,0,0,0
581,1,1,1,1,1,1,0,0,0
582,1,1,1,1,1,1,0,0,0
583,1,1,1,1,1,1,0,0,0
584,1,1,1,1,1,1,0,0,0
585,1,1,1,1,1,1,0,0,0
586,1,1,1,1,1,1,0,0,0
587,1,1,1,1,1,1,0,0,0
588,1,1,1,1,1,1,0,0,0
589,1,1,1,1,1,1,0,0,0
590,1,1,1,1,1,1,0,0,0
591,1,1,1,1,1,1,0,0,0
592,1,1,1,1,1,1,0,0,0
593,1,1,1,1,1,1,0,0,0
594,1,1,1,1,1,1,0,0,0
595,1,1,1,1,1,1,0,0,0
596,1,1,1,1,1,1,0,0,0
597,1,1,1,1,1,1,0,0,0
598,1,1,1,1,1,1,0,0,0
599,1,1,1,1,1,1,0,0,0
600,1,1,1,1,1,1,0,0,0
601,1,1,1,1,1,1,0,0,0
602,1,1,1,1,1,1,0,0,0
603,1,1,1,1,1,1,0,0,0
604,1,1,1,1,1,1,0,0,0
605,1,1,1,1,1,1,0,0,0
606,1,1,1,1,1,1,0,0,0
607,1,1,1,1,1,1,0,0,0
608,1,1,1,1,1,1,0,0,0
609,1,1,1,1,1,1,0,0,0
610,1,1,1,1,1,1,0,0,0
611,1,1,1,1,1,1,0,0,0
612,1,1,1,1,1,1,0,0,0
613,1,1,1,1,1,1,0,0,0
614,1,1,1,1,1,1,0,0,0
615,1,1,1,1,1,1,0,0,0
616,1,1,1,1,1,1,0,0,0
617,1,1,1,1,1,1,0,0,0
618,1,1,1,1,1,1,0,0,0
619,1,1,1,1,1,1,0,0,0
620,1,1,1,1,1,1,0,0,0
621,1,1,1,1,1,1,0,0,0
622,1,1,1,1,1,1,0,0,0
623,1,1,1,1,1,1,0,0,0
624,1,1,1,1,1,1,0,0,0
625,1,1,1,1,1,1,0,0,0
626,1,1,1,1,1,1,0,0,0
627,1,1,1,1,1,1,0,0,0
628,1,1,1,1,1,1,0,0,0
629,1,1,1,1,1,1,0,0,0
630,1,1,1,1,1,1,0,0,0
631,1,1,1,1,1,1,0,0,0
632,1,1,1,1,1,1,0,0,0
633,1,1,1,1,1,1,0,0,0
634,1,1,1,1,1,1,0,0,0
635,1,1,1,1,1,1,0,0,0
636,1,1,1,1,1,1,0,0,0
637,1,1,1,1,1,1,0,0,0
638,1,1,1,1,1,1,0,0,0
639,1,1,1,1,1,1,0,0,0
640,1,1,1,1,1,1,0,0,0
641,1,1,1,1,1,1,0,0,0
642,1,1,1,1,1,1,0,0,0
643,1,1,1,1,1,1,0,0,0
644,1,1,1,1,1,1,0,0,0
645,1,1,1,1,1,1,0,0,0
646,1,1,1,1,1,1,0,0,0
647,1,1,1,1,1,1,0,0,0
648,1,1,1,1,1,1,0,0,0
649,1,1,1,1,1,1,0,0,0
650,1,1,1,1,1,1,0,0,0
651,1,1,1,1,1,1,0,0,0
652,1,1,1,1,1,1,0,0,0
653,1,1,1,1,1,1,0,0,0
654,1,1,1,1,1,1,0,0,0
655,1,1,1,1,1,1,0,0,0
656,1,1,1,1,1,1,0,0,0
657,1,1,1,1,1,1,0,0,0
658,1,1,1,1,1,1,0,0,0
659,1,1,1,1,1,1,0,0,0
660,1,1,1,1,1,1,0,0,0
661,1,1,1,1,1,1,0,0,0
662,1,1,1,1,1,1,0,0,0
663,1,1,1,1,1,1,0,0,0
664,1,1,1,1,1,1,0,0,0
665,1,1,1,1,1,1,0,0,0
666,1,1,1,1,1,1,0,0,0
667,1,1,1,1,1,1,0,0,0
668,1,1,1,1,1,1,0,0,0
669,1,1,1,1,1,1,0,0,0
670,1,1,1,1,1,1,0,0,0
671,1,1,1,1,1,1,0,0,0
672,1,1,1,1,1,1,0,0,0
673,1,1,1,1,1,1,0,0,0
674,1,1,1,1,1,1,0,0,0
675,1,1,1,1,1,1,0,0,0
676,1,1,1,1,1,1,0,0,0
677,1,1,1,1,1,1,0,0,0
678,1,1,1,1,1,1,0,0,0
679,1,1,1,1,1,1,0,0,0
680,1,1,1,1,1,1,0,0,0
681,1,1,1,1,1,1,0,0,0
682,1,1,1,1,1,1,0,0,0
683,1,1,1,1,1,1,0,0,0
684,1,1,1,1,1,1,0,0,0
685,1,1,1,1,1,1,0,0,0
686,1,1,1,1,1,1,0,0,0
687,1,1,1,1,1,1,0,0,0
688,1,1,1,1,1,1,0,0,0
689,1,1,1,1,1,1,0,0,0
690,1,1,1,1,1,1,0,0,0
691,1,1,1,1,1,1,0,0,0
692,1,1,1,1,1,1,0,0,0
693,1,1,1,1,1,1,0,0,0
694,1,1,1,1,1,1,0,0,0
695,1,1,1,1,1,1,0,0,0
696,1,1,1,1,1,1,0,0,0
697,1,1,1,1,1,1,0,0,0
698,1,1,1,1,1,1,0,0,0
699,1,1,1,1,1,1,0,0,0
700,1,1,1,1,1,1,0,0,0
701,1,1,1,1,1,1,0,0,0
702,1,1,1,1,1,1,0,0,0
703,1,1,1,1,1,1,0,0,0
704,1,1,1,1,1,1,0,0,0
705,1,1,1,1,1,1,0,0,0
706,1,1,1,1,1,1,0,0,0
707,1,1,1,1,1,1,0,0,0
708,1,1,1,1,1,1,0,0,0
709,1,1,1,1,1,1,0,0,0
710,1,1,1,1,1,1,0,0,0
711,1,1,1,1,1,1,0,0,0
712,1,1,1,1,1,1,0,0,0
713,1,1,1,1,1,1,0,0,0
714,1,1,1,1,1,1,0,0,0
715,1,1,1,1,1,1,0,0,0
716,1,1,1,1,1,1,0,0,0
717,1,1,1,1,1,1,0,0,0
718,1,1,1,1,1,1,0,0,0
719,1,1,1,1,1,1,0,0,0
720,1,1,1,1,1,1,0,0,0
721,1,1,1,1,1,1,0,0,0
722,1,1,1,1,1,1,0,0,0
723,1,1,1,1,1,1,0,0,0
724,1,1,1,1,1,1,0,0,0
725,1,1,1,1,1,1,0,0,0
726,1,1,1,1,1,1,0,0,0
727,1,1,1,1,1,1,0,0,0
728,1,1,1,1,1,1,0,0,0
729,1,1,1,1,1,1,0,0,0
730,1,1,1,1,1,1,0,0,0
731,1,1,1,1,1,1,0,0,0
732,1,1,1,1,1,1,0,0,0
733,1,1,1,1,1,1,0,0,0
734,1,1,1,1,1,1,0,0,0
735,1,1,1,1,1,1,0,0,0
736,1,1,1,1,1,1,0,0,0
737,1,1,1,1,1,1,0,0,0
738,1,1,1,1,1,1,0,0,0
739,1,1,1,1,1,1,0,0,0
740,1,1,1,1,1,1,0,0,0
741,1,1,1,1,1,1,0,0,0
742,1,1,1,1,1,1,0,0,0
743,1,1,1,1,1,1,0,0,0
744,1,1,1,1,1,1,0,0,0
745,1,1,1,1,1,1,0,0,0
746,1,1,1,1,1,1,0,0,0
747,1,1,1,1,1,1,0,0,0
748,1,1,1,1,1,1,0,0,0
749,1,1,1,1,1,1,0,0,0
750,1,1,1,1,1,1,0,0,0
751,1,1,1,1,1,1,0,0,0
752,1,1,1,1,1,1,0,0,0
753,1,1,1,1,1,1,0,0,0
754,1,1,1,1,1,1,0,0,0
755,1,1,1,1,1,1,0,0,0
756,1,1,1,1,1,1,0,0,0
757,1,1,1,1,1,1,0,0,0
758,1,1,1,1,1,1,0,0,0
759,1,1,1,1,1,1,0,0,0
760,1,1,1,1,1,1,0,0,0
761,1,1,1,1,1,1,0,0,0
762,1,1,1,1,1,1,0,0,0
763,1,1,1,1,1,1,0,0,0
764,1,1,1,1,1,1,0,0,0
765,1,1,1,1,1,1,0,0,0
766,1,1,1,1,1,1,0,0,0
767,1,1,1,1,1,1,0,0,0
768,1,1,1,1,1,1,0,0,0
769,1,1,1,1,1,1,0,0,0
770,1,1,1,1,1,1,0,0,0
771,1,1,1,1,1,1,0,0,0
772,1,1,1,1,1,1,0,0,0
773,1,1,1,1,1,1,0,0,0
774,1,1,1,1,1,1,0,0,0
775,1,1,1,1,1,1,0,0,0
776,1,1,1,1,1,1,0,0,0
777,1,1,1,1,1,1,0,0,0
778,1,1,1,1,1,1,0,0,0
779,1,1,1,1,1,1,0,0,0
780,1,1,1,1,1,1,0,0,0
781,1,1,1,1,1,1,0,0,0
782,1,1,1,1,1,1,0,0,0
783,1,1,1,1,1,1,0,0,0
784,1,1,1,1,1,1,0,0,0
785,1,1,1,1,1,1,0,0,0
786,1,1,1,1,1,1,0,0,0
787,1,1,1,1,1,1,0,0,0
788,1,1,1,1,1,1,0,0,0
789,1,1,1,1,1,1,0,0,0
790,1,1,1,1,1,1,0,0,0
791,1,1,1,1,1,1,0,0,0
792,1,1,1,1,1,1,0,0,0
793,1,1,1,1,1,1,0,0,0
794,1,1,1,1,1,1,0,0,0
795,1,1,1,1,1,1,0,0,0
796,1,1,1,1,1,1,0,0,0
797,1,1,1,1,1,1,0,0,0
798,1,1,1,1,1,1,0,0,0
799,1,1,1,1,1,1,0,0,0
800,1,1,1,1,1,1,0,0,0
801,1,1,1,1,1,1,0,0,0
802,1,1,1,1,1,1,0,0,0
803,1,1,1,1,1,1,0,0,0
804,1,1,1,1,1,1,0,0,0
805,1,1,1,1,1,1,0,0,0
806,1,1,1,1,1,1,0,0,0
807,1,1,1,1,1,1,0,0,0
808,1,1,1,1,1,1,0,0,0
809,1,1,1,1,1,1,0,0,0
810,1,1,1,1,1,1,0,0,0
811,1,1,1,1,1,1,0,0,0
812,1,1,1,1,1,1,0,0,0
813,1,1,1,1,1,1,0,0,0
814,1,1,1,1,1,1,0,0,0
